pvalue	V_oracle	V_permutation
0	0	0
3.4705241985233436e-4	1	1
5.772184438523884e-4	2	2
8.255251678703809e-4	3	3
8.658276657785825e-4	4	4
8.890271038604102e-4	4	4
0.001072707479543579	5	5
0.0012304585794764582	6	6
0.0013017896877956007	6	6
0.0015902517513932694	7	7
0.0016406114393019444	7	7
0.0016739334871719263	7	7
0.001727361058936897	8	8
0.0017983625392348236	8	8
0.001809805175715835	9	9
0.0018983311395039902	9	9
0.0020779863978685983	9	9
0.002109587839977055	10	10
0.002135622531941989	11	11
0.002135708242253837	11	11
0.002193430086639076	11	11
0.0023665956197947923	12	12
0.002385377627089904	12	12
0.0024820393085652702	11	12
0.002514446268813146	11	12
0.002794085183561289	11	13
0.0028474967092559852	11	13
0.0028710092598323	13	14
0.0029026202387649786	13	14
0.0029438140636471807	13	14
0.003411898275029302	12	14
0.003521032507499569	12	14
0.0036364761962700467	12	14
0.0036364761962700467	12	14
0.0036941980406552857	12	14
0.0037519198850405246	12	14
0.00386683514379161	12	14
0.004271416484507674	12	14
0.00430651388974845	13	15
0.00430651388974845	14	16
0.00430651388974845	15	16
0.004329138328892913	15	16
0.004745238012879404	16	17
0.004745238012879404	17	18
0.0047909130839748236	18	19
0.00497304269090304	17	19
0.00497304269090304	18	20
0.005117847412543953	19	20
0.005117847412543953	19	20
0.005565881129876443	18	20
0.0057420185196646	18	20
0.0057420185196646	20	21
0.006034671045151549	21	22
0.006328763519931165	21	22
0.006328763519931165	21	23
0.006328763519931165	23	24
0.006655495849484447	24	25
0.006881450380701965	24	25
0.006961624992448893	24	25
0.00710512487006731	24	26
0.007147126422718097	25	26
0.0071775231495807505	25	26
0.007478093544077908	26	27
0.007903783396719936	27	28
0.008158413283979161	28	29
0.008158413283979161	28	29
0.008158413283979161	29	30
0.008277455963482835	30	31
0.008277455963482835	30	31
0.008339935542572403	31	32
0.00843835135990822	32	33
0.00843835135990822	31	33
0.008537367245440313	31	33
0.0086130277794969	32	34
0.0086130277794969	33	34
0.008636805294684484	33	34
0.008719665686771407	34	35
0.008719665686771407	34	35
0.008746384632662982	35	36
0.008821946153621658	36	37
0.008897321274148882	36	37
0.00903593585309249	37	38
0.00903593585309249	36	38
0.009052006567727325	36	38
0.009254364305081952	36	38
0.009315789293152582	37	39
0.009325896523262118	37	39
0.00934442944389292	37	39
0.00934442944389292	38	40
0.009391103969984344	39	40
0.009490476025758808	39	41
0.009529501896957462	40	41
0.00960519077165658	41	42
0.009644420548410323	41	42
0.00967568287816569	41	42
0.009780818304884661	41	42
0.009966238482395948	40	42
0.010083630777368733	40	42
0.010235740086507203	39	42
0.010350664592450156	40	43
0.010350664592450156	40	43
0.010350664592450156	41	44
0.010350664592450156	41	44
0.010364166353621381	41	44
0.010547939199885274	41	44
0.010547939199885274	40	44
0.010547939199885274	40	44
0.010657687305100964	41	45
0.010901834351208407	42	46
0.010915404052147944	41	46
0.010991116813548684	43	46
0.011031853204346652	43	46
0.011131762259752886	43	46
0.011268587568616727	44	46
0.011269940280588584	43	46
0.011269940280588584	44	46
0.011269940280588584	44	46
0.01135223323462791	44	46
0.0114840370393292	44	46
0.0114840370393292	44	46
0.011657168104496348	45	47
0.01186309503219851	44	47
0.012038454074968298	45	47
0.012038454074968298	45	47
0.012038454074968298	44	47
0.012038454074968298	45	47
0.012038454074968298	46	48
