pvalue	V_oracle	V_permutation
0	0	0
1.0306502312684688e-4	1	1
7.587293321078549e-4	2	2
9.529805357627623e-4	3	3
9.529805357627623e-4	3	3
9.529805357627623e-4	3	3
0.0011826373802570336	4	4
0.001185247765958739	5	5
0.0012623936251110475	6	6
0.0014191600393148583	7	7
0.0016398305163892735	8	8
0.0016493872716987204	9	9
0.0017232493228815922	10	10
0.0017232493228815922	10	10
0.0017232493228815922	11	11
0.0017232493228815922	11	11
0.0017300208108328484	12	12
0.0018350070181538665	13	13
0.0018350070181538665	13	13
0.0018555606806610605	13	13
0.0024740809075480806	13	13
0.0025455909960419056	14	14
0.002584873984322388	13	13
0.002584873984322388	13	13
0.002584873984322388	13	13
0.002834288135988289	14	14
0.0032095633845435983	14	14
0.0032095633845435983	15	15
0.0032765504661023195	16	16
0.003575395106480083	17	17
0.003779388002048138	18	18
0.003919167490436644	18	18
0.003940340420075518	19	19
0.00415313203719503	20	20
0.004187531650682314	21	21
0.004269067653653308	21	21
0.004325052027082121	22	22
0.004447646259187711	23	23
0.004672273541844409	23	23
0.0050825658894886275	24	24
0.0050825658894886275	25	25
0.005097925167667273	26	26
0.005172833215548741	27	27
0.005172833215548741	28	28
0.005216211781080554	29	29
0.005417820921057243	30	30
0.005419158606765348	30	30
0.005574338816480835	30	30
0.005597424680015236	31	31
0.005599253260682785	32	32
0.005599253260682785	33	33
0.005696943367420113	34	34
0.006047020803277021	35	35
0.00605507283791497	35	35
0.006130473301854122	36	36
0.006130473301854122	37	37
0.006158134780415168	37	37
0.006158134780415168	37	37
0.006363977490104764	38	38
0.0064191267690871965	38	38
0.0064191267690871965	38	38
0.006553100932204639	38	38
0.006968378262051111	38	38
0.006968378262051111	38	38
0.006968378262051111	39	39
0.007087606647174135	39	39
0.007095800196574291	40	40
0.007095800196574291	40	40
0.007143436345281595	41	41
0.007356567962224947	41	41
0.007389761736498202	42	42
0.007636087127714809	42	42
0.007754621952967165	43	43
0.0077850936487478175	43	43
0.007938736447292311	43	43
0.008123358225136318	43	43
0.008202077121739424	44	44
0.008375063301364628	44	44
0.008659283176418281	44	44
0.008737467909606186	44	44
0.008867714083797842	44	44
0.009326723420918651	45	45
0.009360364866231055	45	45
0.009506869989449824	45	46
0.00952222971908024	46	47
0.009606690257447663	46	47
0.009808757282966596	47	48
0.009808757282966596	47	48
0.009934120275204008	47	48
0.010182363984167622	47	48
0.01033906550129582	48	49
0.010432423562161107	49	50
0.010452567393076666	50	51
0.010591991822314089	50	51
0.010601781054659927	50	51
0.01070806311495242	50	51
0.01092986924422701	50	51
0.01114867763296167	50	51
0.011228139836747102	51	52
0.011245135270413514	52	53
0.011278661273242733	53	54
0.011278661273242733	53	54
0.011278661273242733	53	54
0.011278661273242733	53	54
0.011278661273242733	53	54
0.011278661273242733	53	54
0.011278661273242733	54	55
0.01133096799596391	54	55
0.011353280314518866	54	55
0.0115206729871582	54	55
0.012053498073853813	55	56
0.012062745260171145	55	56
0.012687307463687635	56	57
0.012687307463687635	56	57
0.012706414723721568	56	57
0.012744812919168182	56	57
0.012772440353833724	57	58
0.012787576547511514	58	59
0.012787576547511514	58	59
0.012838253538174393	58	59
0.012845049127077065	58	59
0.01319242782878651	59	60
0.013235326779850178	60	61
0.013342938777563132	61	62
0.01343991831487547	61	62
0.013465532001184506	62	63
0.01354789651691337	62	63
0.013936756524102221	62	63
0.013936756524102221	62	63
0.013998133151706962	63	64
0.013998133151706962	63	64
0.014135708072879904	64	65
0.01417521329434827	64	65
0.014227911102684301	65	66
0.014227911102684301	65	66
0.014260304984174736	65	66
0.014260304984174736	66	67
0.014327835748593663	66	67
0.014327835748593663	66	67
0.014327835748593663	67	68
0.014361674407782923	68	69
0.014414027105056097	68	69
0.014685573824732245	68	69
0.014705176892079211	68	69
0.014879564556473775	69	70
0.014879564556473775	69	70
0.014879564556473775	69	70
0.014956728869054244	69	70
0.015020673061895373	70	71
0.015246053517370848	70	71
0.015247697668465883	70	71
0.015439203993862446	70	71
0.015569427490358079	71	72
0.015569427490358079	72	73
0.015569427490358079	73	74
0.015570187297495635	74	75
0.015610813419392845	74	75
0.015668636932842022	74	75
0.015668636932842022	74	75
0.01593923058482072	74	75
0.01599836561796721	74	75
0.016047816922717992	74	75
0.01625346276317173	74	75
0.016344412459267387	75	76
0.0165150631633848	75	76
0.01670684885335441	75	76
0.01670684885335441	76	77
0.01679227404004571	76	77
0.016916409951583514	76	77
0.016916409951583514	76	77
0.016916409951583514	77	78
0.016916409951583514	77	78
0.0169179919098641	78	79
