171	3	2996	2998
172	3	3003	3002
173	3	3005	3004
174	3	2999	3006
175	2	3008	3007
176	2	2989	3009
177	2	3010	3009
178	3	3012	3011
179	2	3014	3013
180	2	3016	3015
181	2	3014	3017
182	2	3020	3019
183	2	3022	3021
184	2	3024	3023
185	2	3026	3025
186	2	3028	3027
187	2	3029	3027
188	3	3028	3030
189	3	3028	3031
190	3	3028	3032
191	3	3028	3033
192	3	3028	3034
193	3	3028	3035
194	3	3028	3036
195	3	3028	3037
196	2	3040	3039
197	3	3028	3041
198	3	3028	3042
199	3	3028	3043
200	3	3028	3044
201	3	3028	3045
202	3	3028	3046
203	2	3049	3048
204	2	3051	3050
205	3	3119	3120
206	3	3119	3121
207	3	3119	3122
208	3	302	3141
209	3	302	3142
210	2	3143	3142
211	2	3144	3142
212	3	302	3145
213	3	303	3145
214	3	302	3146
215	2	3143	3146
216	2	3144	3146
217	3	302	3147
218	2	3148	3147
219	3	302	3149
220	2	1087	3149
221	3	302	3150
222	2	3151	3150
223	3	302	3152
224	2	3153	3152
225	2	3158	3157
226	2	297	3157
227	3	3185	3186
228	3	3185	3187
229	2	75	3220
230	2	3221	3220
231	2	3223	3222
232	2	3226	3225
233	2	3227	3225
234	2	3265	3264
235	2	3266	3264
236	2	3303	3302
237	2	3304	3302
238	3	3383	3382
239	3	3384	3382
240	3	3385	3382
241	2	3387	3386
242	3	3392	3393
243	3	3394	3393
244	3	3392	3395
245	3	3394	3395
246	3	3397	3398
247	3	3397	3399
248	3	3397	3400
249	3	3401	3402
250	3	3401	3403
251	3	3401	3404
252	3	3397	3405
253	3	3406	3407
254	3	3406	3408
255	3	3406	3409
256	3	3406	3410
257	3	3406	3411
258	3	3406	3412
259	3	1032	3414
260	2	3415	3414
261	3	1032	3416
262	3	1032	3417
263	3	1032	3418
264	3	1032	3419
265	3	1032	3420
266	3	1032	3421
267	3	1032	3422
268	2	3415	3422
269	3	1032	3423
270	3	1032	3424
271	3	1032	3425
272	3	1032	3426
273	2	1032	3427
274	2	3428	3427
275	3	1032	3429
276	3	3431	3430
277	3	3432	3430
278	3	1032	3433
279	3	1032	3434
280	3	1032	3435
281	3	1032	3436
282	3	3431	3437
283	3	3438	3437
284	3	3397	3441
285	3	3440	3442
286	3	3440	3443
287	3	3392	3444
288	3	3394	3444
289	3	3440	3445
290	3	3028	3446
291	3	3390	3447
292	3	3440	3447
293	3	3440	3448
294	3	3394	3449
295	3	3450	3449
296	3	3440	3451
297	3	3392	3452
298	3	3394	3452
299	2	3453	3452
300	3	3440	3454
301	2	3440	3455
302	2	3456	3455
303	2	3440	3457
304	2	3456	3457
305	3	3440	3458
306	3	3390	3459
307	3	3440	3460
308	3	3462	3461
309	3	3463	3461
310	3	3440	3464
311	3	3440	3465
312	3	3440	3466
313	3	3392	3467
314	3	3394	3467
315	3	3394	3468
316	3	3450	3468
317	3	3028	3469
318	3	3028	3470
319	2	3401	3471
320	2	3472	3471
321	3	3028	3473
322	3	3028	3474
323	3	3028	3475
324	3	3477	3476
325	3	3432	3476
326	3	3028	3478
327	3	3028	3479
328	3	3028	3480
329	3	3028	3481
330	3	3028	3482
331	3	3028	3483
332	3	3028	3484
333	3	3028	3485
334	3	3028	3486
335	3	3028	3487
336	3	3028	3488
337	3	3028	3489
338	3	3028	3490
339	3	3028	3491
340	3	3493	3492
341	3	3028	3494
342	2	3390	3496
343	2	3497	3496
344	2	3519	3520
345	2	3521	3520
346	2	3526	3525
347	2	3527	3525
348	3	3574	3573
349	2	3585	3584
350	2	3586	3584
351	2	3587	3584
352	2	340	3584
353	2	3588	3584
354	2	3621	3620
355	2	3622	3620
356	2	3623	3620
357	2	3624	3620
358	2	3627	3626
359	2	3627	3628
360	2	3632	3631
361	2	3633	3631
362	2	3634	3631
363	2	3635	3631
364	2	3636	3639
365	2	3641	3640
366	2	3643	3642
367	2	2965	3779
368	2	3780	3779
369	3	3802	3803
370	3	3804	3803
371	3	3804	3805
372	3	3806	3805
373	3	3802	3807
374	3	3808	3807
375	3	3808	3809
376	3	3806	3809
377	3	3808	3810
378	3	3811	3810
379	3	3854	3859
380	3	3854	3860
381	3	3854	3861
382	3	3884	3888
383	2	3948	3949
384	2	4025	4026
385	2	3053	4045
386	2	4047	4046
387	2	4048	4046
388	2	4049	4046
389	2	3586	4050
390	2	239	4050
391	2	3587	4050
392	2	340	4050
393	2	4051	4050
394	2	3588	4050
395	2	4028	4054
396	2	4053	4054
397	2	4055	4054
398	2	4056	4054
399	2	3885	4078
400	2	4042	4078
401	2	4079	4078
402	3	4081	4080
403	2	4082	4080
404	3	4081	4083
405	2	4084	4083
406	2	3586	4127
407	2	239	4127
408	2	4138	4137
409	2	4140	4139
410	2	4131	4141
411	2	4138	4141
412	2	4142	4141
413	2	4166	4165
414	2	3885	4167
415	2	4168	4167
416	2	4169	4167
417	2	4170	4167
418	2	3885	4171
419	2	4168	4171
420	2	4170	4171
421	2	4172	4171
422	2	3885	4173
423	2	4168	4173
424	2	4170	4173
425	2	4174	4173
426	2	3885	4175
427	2	4168	4175
428	2	4170	4175
429	2	4185	4184
430	2	4187	4186
431	2	4189	4188
432	2	4194	4193
433	2	239	4193
434	2	4194	4195
435	2	239	4195
436	2	4194	4196
437	2	239	4196
438	3	4029	4202
439	3	4203	4202
440	2	4029	4208
441	2	4209	4208
442	2	4029	4212
443	2	4213	4212
444	3	303	4218
445	2	4028	4219
446	2	4220	4219
447	2	4221	4219
448	2	4028	4224
449	2	4225	4224
450	2	4221	4224
451	3	4228	4227
452	3	4230	4229
453	3	4232	4231
454	2	4028	4233
455	2	4221	4233
456	3	4235	4234
457	3	4236	4234
458	3	4235	4238
459	3	4239	4238
460	2	4028	4241
461	2	4221	4241
462	2	4028	4242
463	2	4221	4242
464	2	4264	4263
465	2	4266	4265
466	2	4264	4265
467	2	4268	4267
468	2	4264	4267
469	3	4311	4312
470	2	4313	4312
471	2	4314	4312
472	3	4311	4315
473	2	4316	4315
474	2	4317	4315
475	2	4338	4337
476	2	4340	4341
477	2	4340	4342
478	2	4340	4343
479	3	4349	4348
480	2	3586	4356
481	2	239	4356
482	2	3587	4356
483	2	340	4356
484	2	4051	4356
485	2	3588	4356
486	2	4362	4361
487	2	4360	4367
488	2	239	4393
489	2	4395	4394
490	3	4420	4419
491	2	4432	4431
492	2	291	4431
493	2	4433	4431
494	2	4434	4431
495	2	4438	4439
496	2	4440	4439
497	2	4441	4439
498	2	4447	4446
499	2	4448	4449
500	3	4448	4450
501	3	4448	4451
502	3	4448	4452
503	2	4490	4489
504	2	3223	4489
505	2	4491	4492
506	2	75	4492
507	3	4491	4493
508	3	295	4493
509	2	4500	4499
510	2	4374	4501
511	2	4209	4501
512	2	4374	4522
513	3	4529	4528
514	3	3144	4530
515	2	4532	4531
516	2	4533	4531
517	2	4534	4531
518	2	3144	4531
519	2	4535	4531
520	2	4537	4536
521	2	4538	4536
522	3	83	4543
523	2	4554	4553
524	2	4556	4557
525	2	4558	4557
526	3	1036	4560
527	3	4561	4560
528	2	4562	4563
529	2	1107	4573
530	2	4051	4573
531	2	4575	4574
532	2	1107	4574
533	2	4577	4576
534	2	1107	4576
535	2	1107	4578
536	2	4579	4578
537	2	70	4583
538	2	96	4583
539	2	4594	4593
540	2	4595	4593
541	2	236	4596
542	3	4605	4604
543	2	2957	4608
544	2	4609	4608
545	2	4613	4612
546	2	405	4614
547	2	4615	4614
548	3	372	4618
549	3	4622	4623
550	2	4656	4655
551	2	3010	4665
552	2	308	4666
553	2	308	4667
554	3	4684	4683
555	2	4674	4683
556	2	4682	4683
557	2	4685	4683
558	2	4674	4686
559	2	4682	4686
560	2	4685	4686
561	2	4674	4687
562	2	4682	4687
563	2	4685	4687
564	2	4674	4688
565	2	4682	4688
566	2	4685	4688
567	2	4674	4689
568	2	4682	4689
569	2	4685	4689
570	2	4674	4690
571	2	4682	4690
572	2	4685	4690
573	2	4674	4691
574	2	4682	4691
575	2	4685	4691
576	3	4699	4698
577	3	4700	4698
578	3	4707	4708
579	2	4716	4715
580	2	263	4732
581	2	261	4732
582	2	4731	4732
583	2	603	4733
584	2	604	4733
585	2	597	4735
586	2	4731	4743
587	2	263	4744
588	2	261	4744
589	2	4731	4745
590	2	263	4746
591	2	261	4746
592	2	261	4747
593	2	4783	4782
594	2	309	4804
595	2	4805	4804
596	2	4806	4804
597	2	4817	4816
598	2	4825	4824
599	2	4826	4824
600	2	4828	4827
601	2	4832	4831
602	2	4833	4831
603	2	4835	4834
604	2	4836	4834
605	2	4828	4837
606	2	4839	4838
607	2	4832	4840
608	2	4832	4841
609	3	4843	4842
610	2	518	4865
611	3	4268	4899
612	3	4917	4916
613	2	4919	4918
614	2	4921	4920
615	2	1008	4945
616	2	4946	4945
617	2	4966	4965
618	2	4620	4978
619	2	4620	4979
620	2	4620	4980
621	2	3203	5090
622	2	5098	5099
623	2	5100	5099
624	2	5101	5099
625	2	5102	5099
626	2	5103	5099
627	2	5104	5099
628	2	5105	5099
629	2	5106	5099
630	3	5118	5117
631	2	5119	5117
632	2	5120	5117
633	2	5128	5127
634	3	5130	5129
635	2	3561	5132
636	2	5133	5132
637	2	5130	5132
638	2	5135	5134
639	2	5130	5134
640	2	3101	5136
641	2	5130	5136
642	2	3359	5137
643	2	5130	5137
644	2	5138	5137
645	2	3359	5139
646	2	5130	5139
647	2	3683	5140
648	2	3684	5140
649	2	3685	5140
650	2	5141	5140
651	2	5130	5142
652	2	5143	5142
653	2	5144	5142
654	2	3366	5145
655	2	5130	5145
656	2	5146	5145
657	2	5152	5151
658	2	5153	5151
659	2	5154	5151
660	3	5164	5163
661	3	3216	5166
662	3	5169	5168
663	2	3918	5171
664	3	3105	5205
665	2	5208	5207
666	2	5215	5214
667	2	5216	5214
668	2	5217	5214
669	3	4008	5232
670	2	5255	5254
671	2	5259	5258
672	2	5262	5261
673	2	5266	5265
674	2	5289	5288
675	2	102	5288
676	2	5297	5299
677	2	537	5300
678	2	538	5300
679	2	5292	5307
680	2	5297	5307
681	2	5326	5325
682	3	2894	5328
683	2	2910	5329
684	3	2893	5330
685	3	2911	5331
686	3	2912	5332
687	2	5338	5337
688	2	5339	5337
689	2	5338	5340
690	2	5339	5340
691	3	5342	5341
692	2	402	5361
693	2	403	5361
694	2	404	5361
695	2	417	5361
696	2	419	5361
697	2	390	5362
698	2	398	5362
699	2	398	5363
700	2	413	5363
701	2	416	5363
702	2	276	5365
703	2	5369	5368
704	2	5374	5373
705	2	5375	5376
706	3	3259	5422
707	2	379	5423
708	2	4203	5432
709	2	36	5432
710	2	2965	5433
711	2	2964	5435
712	2	5436	5435
713	3	40	5440
714	2	5456	5455
715	2	5457	5455
716	2	40	5458
717	2	5459	5466
718	2	5460	5468
719	2	5469	5468
720	3	5476	5475
721	3	5478	5477
722	3	5480	5479
723	3	3391	5486
724	2	5484	5486
725	2	5487	5486
726	2	5488	5486
727	2	5599	5601
728	2	5604	5603
729	3	3697	5668
730	2	4548	5687
731	2	5701	5700
732	2	5702	5700
733	2	3357	5725
734	2	5726	5725
735	2	5734	5733
736	2	5735	5733
737	2	5761	5760
738	2	5762	5760
739	2	3309	5764
740	3	3563	5765
741	3	3781	5766
742	3	5769	5768
743	2	5776	5778
744	2	5777	5778
745	2	5785	5784
746	2	5773	5794
747	2	5800	5799
748	2	5801	5799
749	3	5802	5803
750	3	5804	5803
751	3	5805	5803
752	3	5806	5803
753	3	5802	5810
754	3	5811	5810
755	3	5812	5810
756	3	5777	5819
757	3	5779	5819
758	3	5802	5819
759	2	4509	5819
760	3	4524	5821
761	2	4203	5851
762	2	5836	5851
763	2	5857	5856
764	2	5858	5856
765	2	3144	5866
766	2	1354	5871
767	2	5870	5871
768	2	3415	5874
769	2	3415	5876
770	2	5879	5878
771	2	5879	5880
772	2	5899	5898
773	2	5900	5898
774	2	565	5901
775	2	3717	5932
776	2	5933	5932
777	2	5935	5934
778	2	5933	5934
779	3	5945	5944
780	3	5947	5946
781	2	3151	5954
782	2	103	6013
783	2	5996	6013
784	2	2895	6016
785	2	6021	6020
786	2	322	6043
787	2	6044	6043
788	2	5036	6051
789	2	322	6052
790	2	1011	6054
791	2	1013	6054
792	2	6078	6077
793	2	6092	6091
794	2	4183	6099
795	2	4321	6099
796	2	6100	6099
797	2	3629	6123
798	2	6148	6147
799	3	199	6159
800	3	199	6160
801	3	199	6161
802	2	199	6162
803	3	199	6163
804	2	6164	6166
805	2	6174	6175
806	2	6176	6175
807	2	6182	6187
808	2	6248	6247
809	2	6249	6247
810	2	6258	6257
811	2	6301	6300
812	2	6302	6300
813	2	6304	6306
814	2	6307	6306
815	2	6366	6367
816	2	6409	6408
817	2	6410	6408
818	2	6443	6444
819	2	6443	6445
820	2	982	6464
821	2	6465	6466
822	2	6465	6467
823	3	6463	6468
824	2	6465	6469
825	2	6470	6469
826	2	6472	6471
827	2	6474	6473
828	2	6465	6477
829	2	6479	6478
830	2	1085	6485
831	2	6486	6485
832	2	6489	6488
833	2	6490	6488
834	2	6505	6504
835	2	6506	6504
836	3	6526	6525
837	3	4620	6539
838	3	4622	6543
839	3	239	6549
840	3	340	6549
841	3	6550	6549
842	3	4372	6554
843	2	4201	6555
844	2	6556	6555
845	2	4016	6562
846	2	6563	6562
847	2	6564	6562
848	2	6565	6562
849	2	6566	6562
850	2	6567	6562
851	2	6568	6562
852	2	6576	6575
853	2	6577	6575
854	3	4349	6583
855	3	83	6584
856	3	6587	6586
857	2	3507	6594
858	2	3583	6616
859	2	4029	6616
860	2	2991	6618
861	2	6499	6625
862	3	4448	6638
863	3	3028	6660
864	3	1032	6663
865	3	3028	6664
866	3	3028	6666
867	3	3440	6667
868	3	4357	6674
869	3	6492	6674
870	2	6681	6680
871	2	6683	6682
872	2	6684	6682
873	3	6526	6688
874	2	6693	6692
875	3	6696	6695
876	3	6698	6697
877	3	6700	6699
878	3	6702	6701
879	3	6704	6703
880	2	6706	6705
881	3	6706	6707
882	2	2962	6720
883	3	6726	6725
884	2	4357	6734
885	2	4349	6734
886	2	1411	6757
887	2	6756	6757
888	2	6758	6757
889	2	6759	6757
890	2	6760	6757
891	2	6763	6762
892	2	6765	6764
893	2	3053	6769
894	3	3028	6775
895	2	6777	6776
896	3	83	6778
897	2	6781	6780
898	2	4182	6791
899	2	4321	6791
900	2	6100	6791
901	2	4028	6799
902	2	4221	6799
903	3	6833	6832
904	3	3440	6847
905	3	6851	6850
906	2	3586	6862
907	2	3587	6862
908	2	340	6862
909	2	4051	6862
910	2	3588	6862
911	2	6865	6864
912	3	6851	6866
913	2	598	6874
914	2	2983	6874
915	3	6553	6875
916	3	6876	6875
917	3	1032	6936
918	3	6948	6947
919	3	6950	6949
920	2	6953	6952
921	3	3028	6954
922	3	3440	6965
923	3	3392	6966
924	3	3028	6975
925	3	6774	6977
926	3	6984	6983
927	3	3397	6985
928	3	3440	6998
929	2	3232	7002
930	2	4340	7002
931	2	7003	7002
932	3	7009	7008
933	2	7012	7011
934	2	7013	7011
935	2	7014	7011
936	2	1167	7040
937	2	295	7040
938	2	1167	7041
939	2	3804	7041
940	3	3440	7044
941	2	7049	7048
942	2	7050	7048
943	2	4024	7051
944	2	7050	7051
945	2	2891	7058
946	2	2895	7058
947	2	6553	7058
948	2	2991	7058
949	3	302	7059
950	3	5396	7059
951	2	6669	7059
952	3	302	7060
953	3	4810	7060
954	3	302	7061
955	2	5861	7061
956	3	302	7062
957	3	5961	7062
958	2	4495	7064
959	2	7065	7064
960	2	7066	7064
961	2	7067	7064
962	2	7068	7064
963	2	7069	7064
964	2	2983	7080
965	2	5958	7080
966	3	173	7083
967	2	7084	7083
968	3	2974	7085
969	2	2964	7085
970	3	2974	7086
971	2	2968	7086
972	3	2974	7087
973	2	5968	7087
974	2	7090	7089
975	3	2974	7091
976	2	3144	7091
977	2	7092	7091
978	2	3151	7094
979	3	3439	7095
980	3	7114	7113
981	3	302	7126
982	2	1087	7126
983	2	2962	7126
984	2	239	7140
985	2	5438	7140
986	2	4595	7140
987	2	3586	7146
988	2	7147	7146
989	2	7148	7146
990	2	7149	7146
991	3	7153	7152
992	3	7154	7152
993	2	7208	7207
994	2	7209	7207
995	3	3390	7215
996	3	3135	7220
997	2	7244	7243
998	3	3394	7262
999	3	3450	7262
1000	3	7314	7313
1001	3	7315	7313
1002	2	525	7337
1003	2	2898	7337
1004	2	3125	7337
1005	2	3715	7337
1006	2	6622	7337
1007	2	7338	7337
1008	3	3028	7339
1009	3	7342	7341
1010	3	3028	7418
1011	2	3564	7430
1012	2	7376	7430
1013	2	7431	7430
1014	2	7432	7430
1015	3	3440	7433
1016	3	3028	7434
1017	3	3028	7436
1018	2	6683	7439
1019	2	6684	7439
1020	2	7443	7442
1021	2	7444	7442
1022	3	3394	7445
1023	3	3463	7445
1024	3	3440	7462
1025	3	3406	7465
1026	3	3028	7468
1027	3	7473	7472
1028	3	3028	7479
1029	3	3028	7480
1030	3	3497	7491
1031	3	3028	7492
1032	3	3406	7493
1033	2	4010	7494
1034	2	7495	7494
1035	2	7496	7494
1036	2	7497	7494
1037	3	7514	7513
1038	2	7515	7513
1039	3	3406	7539
1040	3	5523	7562
1041	3	139	7563
1042	3	5524	7564
1043	2	7755	7757
1044	2	7755	7759
1045	2	7769	7768
1046	2	7770	7768
1047	3	7790	7789
1048	2	4863	7810
1049	2	3359	7827
1050	2	7828	7827
1051	2	7829	7827
1052	2	7832	7831
1053	3	7851	7850
1054	3	7874	7873
1055	2	7877	7878
1056	2	7879	7878
1057	2	7886	7885
1058	3	7761	7891
1059	3	83	7928
1060	2	7930	7929
1061	2	7931	7929
1062	2	7932	7929
1063	2	7933	7929
1064	2	7934	7929
1065	2	7935	7929
1066	3	7931	7936
1067	2	83	7937
1068	3	7932	7938
1069	2	83	7939
1070	3	7935	7940
1071	2	83	7941
1072	3	7930	7942
1073	2	83	7943
1074	2	83	7944
1075	2	83	7945
1076	2	83	7946
1077	2	83	7947
1078	2	83	7948
1079	2	83	7949
1080	2	83	7950
1081	2	83	7951
1082	2	83	7952
1083	2	83	7953
1084	3	7930	7954
1085	2	83	7955
1086	3	7935	7956
1087	2	83	7957
1088	3	3340	7958
1089	3	3340	7959
1090	3	3340	7960
1091	3	3340	7961
1092	2	40	7963
1093	2	41	7963
1094	2	7964	7963
1095	3	83	7965
1096	3	83	7966
1097	3	83	7967
1098	3	83	7968
1099	3	83	7969
1100	3	83	7970
1101	3	83	7971
1102	3	83	7972
1103	3	83	7974
1104	3	83	7975
1105	3	83	7976
1106	3	83	7977
1107	2	7980	7979
1108	2	8054	8053
1109	2	8055	8053
1110	3	6499	8061
1111	2	5900	8065
1112	3	8083	8082
1113	3	8085	8086
1114	3	8087	8088
1115	2	7882	8098
1116	2	7888	8099
1117	2	8100	8099
1118	2	7886	8101
1119	3	8241	8240
1120	3	8295	8294
1121	2	671	8371
1122	2	5773	8385
1123	3	7983	8386
1124	3	1086	8386
1125	3	3396	8430
1126	3	3392	8432
1127	2	8434	8433
1128	2	3746	8576
1129	2	4993	8576
1130	2	8577	8576
1131	3	5176	8586
1132	3	5177	8586
1133	3	5198	8586
1134	3	8587	8586
1135	3	5186	8588
1136	3	5187	8588
1137	3	5198	8588
1138	3	8587	8588
1139	2	8601	8600
1140	2	8602	8600
1141	2	8606	8605
1142	3	8644	8643
1143	3	8644	8645
1144	3	3390	8763
1145	3	1032	8763
1146	3	8978	8977
1147	2	2964	8977
1148	2	36	8977
1149	2	8979	8977
1150	3	8978	8980
1151	2	2964	8980
1152	2	36	8980
1153	2	8979	8980
1154	3	8987	8986
1155	2	2964	8986
1156	2	36	8986
1157	2	8979	8986
1158	3	8987	8988
1159	2	2964	8988
1160	2	36	8988
1161	2	8979	8988
1162	2	9107	9106
1163	2	9108	9106
1164	2	9110	9109
1165	2	9111	9109
1166	2	800	9279
1167	2	9280	9279
1168	2	9298	9297
1169	2	7050	9297
1170	2	9365	9364
1171	2	9366	9364
1172	3	9681	9680
1173	3	9683	9682
1174	3	83	9684
1175	3	83	9685
1176	3	83	9687
1177	3	83	9688
1178	2	83	9689
1179	3	9691	9690
1180	2	83	9692
1181	2	7980	9692
1182	3	9709	9708
1183	2	4029	9708
1184	2	9715	9714
1185	3	83	9719
1186	3	83	9720
1187	2	1144	9730
1188	2	6499	9732
1189	2	8335	9732
1190	2	340	9732
1191	2	9733	9732
1192	2	9734	9732
1193	2	6500	9740
1194	2	8062	9740
1195	2	8335	9740
1196	2	340	9740
1197	2	9733	9740
1198	2	9734	9740
1199	2	6500	9741
1200	2	8335	9741
1201	2	340	9741
1202	2	9733	9741
1203	2	9734	9741
1204	2	6500	9742
1205	2	8060	9742
1206	2	8335	9742
1207	2	340	9742
1208	2	9733	9742
1209	2	9734	9742
1210	2	6500	9743
1211	2	8062	9743
1212	2	8335	9743
1213	2	340	9743
1214	2	9733	9743
1215	2	9734	9743
1216	2	6500	9744
1217	2	8335	9744
1218	2	340	9744
1219	2	9733	9744
1220	2	9734	9744
1221	2	6501	9745
1222	2	8335	9745
1223	2	340	9745
1224	2	9733	9745
1225	2	9734	9745
1226	2	7877	9751
1227	2	9752	9751
1228	3	9754	9753
1229	3	9755	9753
1230	3	9756	9753
1231	3	9758	9757
1232	2	3223	9761
1233	2	7078	9850
1234	2	6759	9850
1235	2	9891	9890
1236	2	9892	9890
1237	2	9841	9918
1238	2	9919	9918
1239	2	4414	9929
1240	2	9871	9929
1241	2	9930	9929
1242	2	4357	9949
1243	2	7877	9949
1244	2	9950	9949
1245	2	9951	9949
1246	2	9752	9949
1247	2	9962	9961
1248	2	9963	9961
1249	2	9965	9964
1250	2	9966	9964
1251	2	9790	9977
1252	2	9791	9977
1253	2	4490	9977
1254	2	9854	9989
1255	2	9858	9989
1256	2	4434	9989
1257	2	291	9990
1258	2	292	9990
1259	2	9861	9990
1260	2	4434	9990
1261	2	9955	9993
1262	2	3223	9993
1263	2	9955	9994
1264	2	3223	9994
1265	2	9955	9995
1266	2	3223	9995
1267	2	4495	9996
1268	2	7066	9996
1269	2	9997	9996
1270	2	4495	9998
1271	2	7065	9998
1272	2	9997	9998
1273	2	3521	10000
1274	2	4495	10000
1275	2	9997	10000
1276	2	6570	10006
1277	2	9809	10006
1278	2	9806	10012
1279	2	9807	10012
1280	2	10013	10012
1281	2	9997	10012
1282	2	10014	10012
1283	2	4420	10015
1284	2	9887	10015
1285	2	4438	10019
1286	2	9815	10019
1287	2	9817	10019
1288	2	9818	10019
1289	2	9957	10019
1290	2	290	10026
1291	2	4442	10026
1292	2	9855	10026
1293	2	4458	10030
1294	2	9857	10030
1295	2	9869	10030
1296	2	10024	10030
1297	2	9877	10044
1298	2	9880	10044
1299	2	4434	10044
1300	2	3226	10053
1301	2	3227	10053
1302	2	3226	10073
1303	2	3227	10073
1304	2	4209	10075
1305	2	9912	10075
1306	2	3226	10081
1307	2	3227	10081
1308	2	7070	10088
1309	2	7071	10088
1310	2	10090	10089
1311	2	299	10089
1312	2	4795	10103
1313	2	9833	10103
1314	2	6759	10106
1315	2	6759	10107
1316	2	3586	10109
1317	2	4357	10109
1318	2	7877	10109
1319	2	6759	10109
1320	2	9950	10109
1321	2	9951	10109
1322	2	9752	10109
1323	2	7877	10110
1324	2	9934	10110
1325	2	10111	10110
1326	2	9950	10110
1327	2	9752	10110
1328	2	3586	10112
1329	2	6759	10112
1330	2	7771	10114
1331	2	2991	10114
1332	2	35	10114
1333	2	36	10114
1334	2	7758	10121
1335	2	9948	10121
1336	2	7078	10122
1337	2	10123	10122
1338	2	10128	10127
1339	2	290	10143
1340	2	9865	10143
1341	2	9866	10143
1342	2	4420	10149
1343	2	9847	10149
1344	2	10158	10157
1345	2	10159	10157
1346	2	10160	10157
1347	2	9823	10163
1348	2	9959	10163
1349	2	9919	10163
1350	3	9968	10164
1351	3	10165	10164
1352	3	10166	10164
1353	3	10167	10164
1354	2	9859	10175
1355	2	9864	10175
1356	2	9869	10175
1357	2	9954	10175
1358	2	9955	10175
1359	2	10024	10175
1360	2	4473	10183
1361	2	9831	10183
1362	2	10182	10183
1363	2	9805	10193
1364	2	9955	10193
1365	2	10194	10193
1366	2	9859	10214
1367	2	9864	10214
1368	2	9869	10214
1369	2	10064	10214
1370	2	97	10215
1371	2	4423	10215
1372	2	9853	10215
1373	2	9860	10215
1374	2	10072	10215
1375	2	4442	10218
1376	2	9855	10218
1377	2	10072	10218
1378	2	9856	10219
1379	2	10072	10219
1380	2	10220	10219
1381	2	291	10221
1382	2	292	10221
1383	2	9861	10221
1384	2	10071	10221
1385	2	4472	10232
1386	2	4473	10232
1387	2	4490	10232
1388	2	10210	10232
1389	2	10104	10236
