22	1	0
23	2	0
24	3	0
25	4	0
26	5	0
27	6	1
27	7	1
27	8	1
29	9	1
29	10	1
29	54669	0
29	54699	0
29	54700	0
29	54701	0
29	54702	0
29	54772	0
29	54773	0
29	60402	0
29	62904	0
29	71570	0
29	73866	0
30	11	1
30	12	1
30	13	1
30	14	1
30	15	0
32	13	1
32	16	1
34	482	1
34	39231	0
34	53272	0
34	53703	0
34	53785	0
34	53942	0
34	54315	0
34	54316	0
34	56109	0
34	57580	0
34	59401	0
34	59500	0
34	59567	0
34	60769	0
34	61736	0
34	62853	0
34	63600	0
34	63861	0
34	64111	0
34	64570	0
34	64862	0
34	65447	0
34	65985	0
34	65986	0
34	68521	0
34	70732	0
34	70823	0
34	71044	0
34	71666	0
34	72062	0
34	72396	0
34	76469	0
34	76535	0
34	77288	0
34	78067	0
34	78068	0
34	78069	0
34	78907	0
34	81638	0
34	82261	0
34	83044	0
34	83648	0
34	84025	0
34	84026	0
34	84027	0
34	84028	0
34	85222	0
35	40470	1
36	9	1
36	53359	0
36	53409	0
36	53666	0
36	53730	0
36	53845	0
36	53986	0
36	54061	0
36	54088	0
36	55062	0
36	55739	0
36	55821	0
36	55958	0
36	56407	0
36	56821	0
36	57377	0
36	57412	0
36	57715	0
36	57864	0
36	58225	0
36	58552	0
36	60220	0
36	60328	0
36	60640	0
36	61102	0
36	61598	0
36	61599	0
36	61600	0
36	61601	0
36	61602	0
36	61603	0
36	61604	0
36	61605	0
36	61606	0
36	61607	0
36	61608	0
36	61609	0
36	62703	0
36	62704	0
36	63743	0
36	64442	0
36	66007	0
36	66137	0
36	68299	0
36	68362	0
36	68680	0
36	69251	0
36	69551	0
36	69938	0
36	70184	0
36	70335	0
36	70645	0
36	73448	0
36	73474	0
36	73497	0
36	73640	0
36	75006	0
36	75867	0
36	76375	0
36	76723	0
36	76783	0
36	76900	0
36	76901	0
36	76922	0
36	77068	0
36	77208	0
36	77280	0
36	77304	0
36	77346	0
36	77473	0
36	77496	0
36	78327	0
36	78653	0
36	78654	0
36	78846	0
36	79491	0
36	81720	0
36	82019	0
36	82048	0
36	82220	0
36	82525	0
36	83450	0
36	83864	0
37	17	1
38	18	1
38	19	1
39	20	1
40	2637	0
40	2637	1
40	2638	0
40	54395	0
40	59502	0
40	62987	0
40	63202	0
40	70734	0
40	73976	0
40	74222	0
40	82721	0
41	26835	1
41	26836	0
41	26837	0
41	26838	0
41	26839	0
41	26840	0
41	26841	0
41	26842	0
41	26843	0
41	26844	0
41	54194	0
41	56163	0
41	58137	0
41	64590	0
41	74863	0
41	77610	0
41	82670	0
41	83389	0
42	6	1
42	21	1
42	22	0
42	23	0
42	24	0
43	25	0
43	25	1
43	26	0
43	26	1
43	38508	0
43	83656	0
44	6	1
44	7	1
44	27	1
45	28	1
45	56790	0
45	69513	0
45	83077	0
45	83078	0
46	29	1
48	13	1
48	14	1
48	55471	0
48	63995	0
48	63996	0
48	63997	0
48	68242	0
48	70652	0
48	73359	0
48	74583	0
48	76909	0
48	78246	0
49	30	0
49	30	1
49	31	0
49	32	0
49	33	0
49	34	0
49	35	0
49	36	0
49	37	0
49	38	0
49	39	0
49	40	0
49	41	0
49	42	0
49	43	0
49	44	0
51	13	1
51	14	1
51	45	1
52	11	1
52	14	1
53	11	1
55	11	1
55	14	1
57	11	1
57	70	1
58	29	1
58	54661	0
59	13	1
59	14	1
59	82138	0
59	83502	0
59	85053	0
60	13	1
60	14	1
61	13	1
61	14	1
61	46	0
61	84151	0
62	6	1
62	22	0
62	47	1
62	48	0
62	49	0
62	50	0
62	51	0
63	13	1
63	53938	0
63	53939	0
63	53941	0
63	66003	0
63	66004	0
63	66005	0
63	77362	0
63	77363	0
63	77365	0
64	13	1
64	54655	0
64	54656	0
65	9	1
65	22	0
65	52	1
65	53	0
65	54	0
65	55	0
65	56	0
65	57	0
65	58	0
65	59	0
65	60	0
65	61	0
65	56775	0
65	57147	0
65	66640	0
65	69489	0
65	69830	0
65	74005	0
66	13	1
67	9	1
68	6	1
68	22	0
68	47	1
68	62	0
68	63	0
69	64	0
69	64	1
69	65	0
69	66	0
69	54583	0
69	54741	0
69	59254	0
69	66215	0
69	77761	0
69	77996	0
69	82764	0
70	14	1
70	67	1
71	10	1
71	13	1
71	68	1
71	53142	0
71	53794	0
71	54111	0
71	82327	0
72	69	1
72	70	1
73	9	1
74	14	1
74	1850	1
74	17603	0
74	17604	0
74	17605	0
74	17606	0
74	17607	0
74	17608	0
74	17609	0
74	17610	0
74	17611	0
74	17612	0
74	17613	0
74	17614	0
74	17615	0
74	17616	0
74	17617	0
74	17618	0
75	883	1
75	18446	0
75	18447	0
75	53273	0
75	53284	0
75	53287	0
75	53291	0
75	53320	0
75	53321	0
75	53357	0
75	53378	0
75	53388	0
75	53389	0
75	53395	0
75	53421	0
75	53422	0
75	53450	0
75	53454	0
75	53488	0
75	53489	0
75	53498	0
75	53499	0
75	53500	0
75	53503	0
75	53522	0
75	53536	0
75	53553	0
75	53557	0
75	53571	0
75	53573	0
75	53575	0
75	53576	0
75	53577	0
75	53578	0
75	53582	0
75	53590	0
75	53598	0
75	53602	0
75	53603	0
75	53604	0
75	53605	0
75	53606	0
75	53608	0
75	53613	0
75	53615	0
75	53621	0
75	53630	0
75	53631	0
75	53632	0
75	53633	0
75	53634	0
75	53639	0
75	53645	0
75	53646	0
75	53668	0
75	53673	0
75	53676	0
75	53683	0
75	53701	0
75	53739	0
75	53750	0
75	53757	0
75	53782	0
75	53792	0
75	53793	0
75	53801	0
75	53807	0
75	53822	0
75	53823	0
75	53841	0
75	53845	0
75	53862	0
75	53871	0
75	53949	0
75	53950	0
75	53951	0
75	53952	0
75	53953	0
75	53962	0
75	53963	0
75	53984	0
75	53987	0
75	53988	0
75	53996	0
75	53997	0
75	53998	0
75	54001	0
75	54009	0
75	54010	0
75	54013	0
75	54014	0
75	54016	0
75	54017	0
75	54018	0
75	54019	0
75	54021	0
75	54031	0
75	54032	0
75	54040	0
75	54051	0
75	54052	0
75	54053	0
75	54054	0
75	54055	0
75	54056	0
75	54057	0
75	54058	0
75	54059	0
75	54062	0
75	54069	0
75	54071	0
75	54072	0
75	54091	0
75	54100	0
75	54126	0
75	54178	0
75	54180	0
75	54181	0
75	54184	0
75	54191	0
75	54194	0
75	54208	0
75	54213	0
75	54217	0
75	54219	0
75	54220	0
75	54222	0
75	54223	0
75	54224	0
75	54225	0
75	54226	0
75	54228	0
75	54229	0
75	54230	0
75	54231	0
75	54232	0
75	54233	0
75	54241	0
75	54242	0
75	54248	0
75	54251	0
75	54254	0
75	54259	0
75	54260	0
75	54261	0
75	54262	0
75	54264	0
75	54265	0
75	54277	0
75	54282	0
75	54289	0
75	54290	0
75	54291	0
75	54305	0
75	54310	0
75	54311	0
75	54312	0
75	54313	0
75	54314	0
75	54319	0
75	54320	0
75	54331	0
75	54339	0
75	54340	0
75	54344	0
75	54348	0
75	54349	0
75	54351	0
75	54358	0
75	54359	0
75	54365	0
75	54367	0
75	54369	0
75	54376	0
75	54377	0
75	54378	0
75	54384	0
75	54386	0
75	54387	0
75	54388	0
75	54389	0
75	54436	0
75	54440	0
75	54441	0
75	54442	0
75	54443	0
75	54472	0
75	54473	0
75	54474	0
75	54475	0
75	54476	0
75	54477	0
75	54478	0
75	54479	0
75	54480	0
75	54481	0
75	54482	0
75	54483	0
75	54484	0
75	54485	0
75	54486	0
75	54487	0
75	54488	0
75	54489	0
75	54490	0
75	54491	0
75	54492	0
75	54493	0
75	54494	0
75	54495	0
75	54496	0
75	54497	0
75	54498	0
75	54499	0
75	54505	0
75	54506	0
75	54528	0
75	54564	0
75	54566	0
75	54580	0
75	54605	0
75	54609	0
75	54805	0
75	55450	0
75	55523	0
75	55886	0
75	56025	0
75	56232	0
75	56840	0
75	57255	0
75	57407	0
75	57421	0
75	57430	0
75	57760	0
75	57982	0
75	58062	0
75	58340	0
75	58766	0
75	58874	0
75	59085	0
75	59284	0
75	60467	0
75	60623	0
75	60687	0
75	60778	0
75	61007	0
75	61152	0
75	61568	0
75	61976	0
75	62119	0
75	62120	0
75	62151	0
75	62165	0
75	62193	0
75	62861	0
75	63118	0
75	63142	0
75	63198	0
75	63248	0
75	63251	0
75	63255	0
75	63491	0
75	63583	0
75	63612	0
75	63707	0
75	63817	0
75	63973	0
75	64031	0
75	64040	0
75	64042	0
75	64048	0
75	64053	0
75	64078	0
75	64079	0
75	64096	0
75	64584	0
75	64590	0
75	64660	0
75	64672	0
75	64676	0
75	64683	0
75	64689	0
75	64695	0
75	64699	0
75	64705	0
75	64707	0
75	64781	0
75	64922	0
75	65000	0
75	65094	0
75	65214	0
75	65419	0
75	65820	0
75	65860	0
75	65882	0
75	66044	0
75	66257	0
75	66271	0
75	66285	0
75	66395	0
75	66504	0
75	66508	0
75	66515	0
75	66524	0
75	66541	0
75	66542	0
75	66548	0
75	66737	0
75	66761	0
75	66790	0
75	66794	0
75	66827	0
75	66853	0
75	68161	0
75	69570	0
75	69967	0
75	69979	0
75	69987	0
75	70243	0
75	70587	0
75	70921	0
75	71493	0
75	71680	0
75	71735	0
75	72169	0
75	72411	0
75	72428	0
75	72445	0
75	72467	0
75	72558	0
75	72578	0
75	72631	0
75	72673	0
75	72674	0
75	72902	0
75	72955	0
75	73335	0
75	73688	0
75	73713	0
75	73957	0
75	74130	0
75	74175	0
75	74326	0
75	74423	0
75	74668	0
75	74745	0
75	75250	0
75	75355	0
75	75356	0
75	75357	0
75	75365	0
75	75650	0
75	76561	0
75	76750	0
75	76842	0
75	76874	0
75	76971	0
75	77032	0
75	77406	0
75	77420	0
75	77422	0
75	77576	0
75	77588	0
75	77610	0
75	77650	0
75	77656	0
75	77657	0
75	77700	0
75	77718	0
75	77758	0
75	77765	0
75	77766	0
75	77775	0
75	77790	0
75	77802	0
75	77810	0
75	77811	0
75	77846	0
75	77993	0
75	78286	0
75	79549	0
75	79554	0
75	79564	0
75	79628	0
75	81909	0
75	84783	0
75	84785	0
75	85410	0
75	85412	0
75	85700	0
75	85752	0
76	29	1
77	14	1
77	56808	0
77	69537	0
77	82520	0
78	9	1
78	29	1
78	54946	0
78	69271	0
78	79317	0
78	81626	0
79	9	1
79	71	1
80	72	1
80	59487	0
80	70719	0
81	73	1
81	66050	0
82	9	1
83	14	1
83	25926	0
83	25927	0
83	25928	0
83	25929	0
83	25930	0
83	25931	0
83	25932	0
83	25933	0
83	25934	0
83	25935	0
83	25936	0
83	25937	0
83	25938	0
83	25939	0
83	25940	0
83	25941	0
83	25942	0
83	25943	0
83	53083	0
83	53499	0
83	53575	0
83	53576	0
83	53577	0
83	53606	0
83	53630	0
83	53649	0
83	53710	0
83	53725	0
83	53737	0
83	53756	0
83	53757	0
83	54107	0
83	54110	0
83	54180	0
83	54188	0
83	54248	0
83	54252	0
83	54412	0
83	54712	0
83	54808	0
83	54892	0
83	55150	0
83	55190	0
83	55375	0
83	55434	0
83	55457	0
83	55476	0
83	55544	0
83	55552	0
83	55569	0
83	55586	0
83	55660	0
83	55680	0
83	55687	0
83	55694	0
83	55741	0
83	56340	0
83	56521	0
83	56522	0
83	56523	0
83	56524	0
83	56525	0
83	56526	0
83	56527	0
83	56569	0
83	56570	0
83	57032	0
83	57047	0
83	57088	0
83	57871	0
83	57877	0
83	58685	0
83	58686	0
83	58741	0
83	59242	0
83	59677	0
83	59692	0
83	59873	0
83	60211	0
83	60257	0
83	60312	0
83	60313	0
83	60314	0
83	60315	0
83	60316	0
83	60621	0
83	60622	0
83	60623	0
83	60643	0
83	60872	0
83	61075	0
83	61095	0
83	61160	0
83	61193	0
83	61261	0
83	61262	0
83	61321	0
83	61343	0
83	61382	0
83	61393	0
83	61894	0
83	62331	0
83	62852	0
83	63124	0
83	63469	0
83	63546	0
83	64074	0
83	64532	0
83	64641	0
83	64833	0
83	64953	0
83	64977	0
83	67791	0
83	68193	0
83	68195	0
83	68240	0
83	68244	0
83	68255	0
83	68292	0
83	68517	0
83	69145	0
83	69162	0
83	69167	0
83	69175	0
83	69193	0
83	69634	0
83	69692	0
83	69739	0
83	69769	0
83	69785	0
