P
1
1
1
1
1
1
1
1
1
1
0.0217984169787881
0.018113469596022058
1
1
1
1
1
1
1
1
1
1
1
0.6965715941425633
1
1
1
1
1
0.7022107139681155
1
0.3484641309398009
0.8381511233341797
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.5538733135380342
1
1
1
1
0.5267513067877021
1
0.4843557167119622
0.49449002501012723
0.6135606102702927
1
1
1
1
1
1
1
1
1
1
1
0.47654957487589467
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.5580608565674897
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.4930580710664162
1
1
1
1
1
1
1
1
0.254453890005063
1
1
1
1
1
1
0.19375776960465826
0.4923336286765543
1
1
1
1
0.3444999407594607
0.9401359788598137
0.6724562235836935
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.07036301352655884
0.6718524520313094
1
0.9129150554256842
1
1
1
1
0.11530063479798265
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.04985117068049041
0.04618017113442928
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.18207557778962014
0.5187147129067159
1
1
1
1
0.7000175501759573
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.3179882378325055
1
1
1
1
1
1
1
1
1
0.30971082171848363
1
1
1
1
1
0.6756506843914314
1
1
0.950261630266937
0.536590908705827
1
1
0.2632633663756589
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.05996305341674269
0.1729176348283007
1
0.21764081445074224
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.7602597279247759
1
0.45880124197377087
1
1
1
0.006764523699627863
1
0.14596737394901016
0.006394365553134397
1
1
1
1
1
0.8947060623223081
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.5580608565674897
0.950261630266937
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.7271904810080397
1
1
1
1
