P
0.9229551656255549
1
1
0.9229551656255549
0.9635950966760851
0.6697306459922577
0.3936755063417841
1
1
0.886687937344805
0.0217984169787881
0.018113469596022058
0.673645670906694
0.22102232199140973
0.9607056350139479
0.9014563530296708
0.5938391602397918
1
0.886687937344805
1
0.9229551656255549
1
0.7256391536460108
0.6965715941425633
1
0.9229551656255549
1
0.9229551656255549
0.9635950966760851
0.7022107139681155
1
0.3484641309398009
0.8381511233341797
0.6934096642892902
0.4485317741463009
1
1
1
1
1
0.9607056350139479
0.4668788825175551
0.3977037959061918
0.7862143365590425
0.8518456783596455
0.9607056350139479
1
0.6697306459922577
1
NaN
1
1
0.9229551656255549
0.27421784565149104
1
0.47443469969980573
0.9229551656255549
1
0.9607056350139479
0.0017153959132897815
0.5538733135380342
0.818372405946924
0.27421784565149104
0.9229551656255549
0.6514044938456225
0.5267513067877021
0.7256391536460108
0.4843557167119622
0.49449002501012723
0.6135606102702927
0.45843430350934405
0.9635950966760851
0.8518456783596455
0.6434129492221473
0.9229551656255549
1
1
0.818372405946924
0.9229551656255549
1
0.9607056350139479
0.47654957487589467
0.9229551656255549
1
0.9285131129260047
0.9229551656255549
0.9607056350139479
0.9014563530296708
1
1
0.30038561094728666
0.9850997335742618
0.981944296038494
1
0.886687937344805
1
0.5580608565674897
0.5938391602397918
0.6971247082958457
0.9760588181707702
0.7862143365590425
0.3936755063417841
0.9229551656255549
1
0.9607056350139479
0.8518456783596455
0.9014563530296708
0.9607056350139479
1
0.0017153959132897815
1
0.7553197994419819
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.9607056350139479
0.9607056350139479
1
1
1
0.6697306459922577
1
1
0.6697306459922577
0.22469977004850505
0.818372405946924
0.0044795630318801745
1
1
1
1
1
1
1
1
1
1
1
1
0.6067352545455773
0.0898675866124468
1
0.886687937344805
0.7256391536460108
0.7553197994419819
1
0.8518456783596455
0.9229551656255549
0.9607056350139479
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.9229551656255549
0.4930580710664162
0.3254636671359645
1
0.818372405946924
1
0.9115868469975592
1
0.8518456783596455
0.9607056350139479
0.254453890005063
0.8706764319336295
0.9403369831801116
0.9229551656255549
0.33877714259561104
0.7133182007683979
0.7256391536460108
0.19375776960465826
0.4923336286765543
0.42651627450459706
0.5265466486587531
0.5477673116484605
0.8518456783596455
0.3444999407594607
0.9401359788598137
0.6724562235836935
0.9014563530296708
1
0.9229551656255549
0.9607056350139479
1
0.3936755063417841
0.9229551656255549
1
1
1
1
1
1
1
1
1
1
0.07036301352655884
0.6718524520313094
0.9607056350139479
0.9129150554256842
1
0.01893627015061003
1
0.818372405946924
0.11530063479798265
0.30038561094728666
0.41397199924044314
0.5938391602397918
0.8518456783596455
0.5003324814049379
1.0887825403031227e-4
1
1
1
1
1
1
1
1
1
1
0.9607056350139479
1
1
1
1
0.9607056350139479
1
1
0.4537940847550967
1
0.8465815121892534
1
0.06693027901139738
0.9607056350139479
0.9607056350139479
1
0.9229551656255549
0.9229551656255549
1
0.3936755063417841
1
1
1
1
0.9607056350139479
1
1
0.06693027901139738
0.9607056350139479
1
0.9229551656255549
0.9229551656255549
1
1
1
1
1
1
0.9607056350139479
1
1
1
1
0.5705034099105539
0.5705034099105539
1
1
0.04985117068049041
0.04618017113442928
0.9607056350139479
1
1
0.9229551656255549
1
0.9229551656255549
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.9607056350139479
1
1
0.9607056350139479
0.467689065847371
1
1
0.5106627219249849
1
0.8513504325545275
0.9607056350139479
1
1
1
1
1
1
1
1
0.886687937344805
0.9607056350139479
1
1
0.9607056350139479
0.9607056350139479
0.7862143365590425
NaN
1
1
0.9607056350139479
1
0.818372405946924
1
0.9607056350139479
1
1
1
0.9607056350139479
0.8518456783596455
1
1
1
1
1
0.8518456783596455
0.9121218701442596
0.9850997335742618
1
0.886687937344805
0.9229551656255549
1
1
1
1
1
0.9607056350139479
1
1
1
1
1
1
1
1
0.9607056350139479
0.9607056350139479
1
1
1
0.9607056350139479
0.9607056350139479
1
1
1
0.9607056350139479
0.18207557778962014
0.5187147129067159
0.7553197994419819
NaN
0.6971247082958457
0.9229551656255549
0.7000175501759573
0.9229551656255549
1
0.9229551656255549
1
0.886687937344805
0.818372405946924
1.0571357960043724e-76
0.9607056350139479
0.9607056350139479
1
1
1
1
1
1
0.9607056350139479
1
1
1
0.9607056350139479
0.9607056350139479
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.3179882378325055
0.7256391536460108
0.5477673116484605
0.8518456783596455
0.9014563530296708
0.6256365746698073
0.732536263899908
1
0.673645670906694
0.7166963459472704
0.30971082171848363
0.7862143365590425
0.9229551656255549
0.9403369831801116
0.7256391536460108
0.3822673355359942
0.6756506843914314
0.886687937344805
