method	metric	value	signal_strength	rep
Focused_BH_original	power	0	1	13
Leaf_BH_1	power	0	1	13
Leaf_BH_2	power	0	1	13
Leaf_BH_3	power	0	1	13
Focused_BH_original	fdp	0	1	13
Leaf_BH_1	fdp	0	1	13
Leaf_BH_2	fdp	0	1	13
Leaf_BH_3	fdp	0	1	13
Focused_BH_original	power	0	1	26
Leaf_BH_1	power	0	1	26
Leaf_BH_2	power	2	1	26
Leaf_BH_3	power	1	1	26
Focused_BH_original	fdp	0	1	26
Leaf_BH_1	fdp	0	1	26
Leaf_BH_2	fdp	0	1	26
Leaf_BH_3	fdp	0.5	1	26
Focused_BH_original	power	0	1	39
Leaf_BH_1	power	0	1	39
Leaf_BH_2	power	1	1	39
Leaf_BH_3	power	0	1	39
Focused_BH_original	fdp	0	1	39
Leaf_BH_1	fdp	0	1	39
Leaf_BH_2	fdp	0	1	39
Leaf_BH_3	fdp	0	1	39
Focused_BH_original	power	0	1	52
Leaf_BH_1	power	0	1	52
Leaf_BH_2	power	0	1	52
Leaf_BH_3	power	0	1	52
Focused_BH_original	fdp	0	1	52
Leaf_BH_1	fdp	0	1	52
Leaf_BH_2	fdp	0	1	52
Leaf_BH_3	fdp	0	1	52
Focused_BH_original	power	0	1	65
Leaf_BH_1	power	0	1	65
Leaf_BH_2	power	0	1	65
Leaf_BH_3	power	0	1	65
Focused_BH_original	fdp	0	1	65
Leaf_BH_1	fdp	0	1	65
Leaf_BH_2	fdp	1	1	65
Leaf_BH_3	fdp	0	1	65
Focused_BH_original	power	0	1	78
Leaf_BH_1	power	0	1	78
Leaf_BH_2	power	1	1	78
Leaf_BH_3	power	2	1	78
Focused_BH_original	fdp	0	1	78
Leaf_BH_1	fdp	0	1	78
Leaf_BH_2	fdp	0	1	78
Leaf_BH_3	fdp	0	1	78
Focused_BH_original	power	0	1	91
Leaf_BH_1	power	0	1	91
Leaf_BH_2	power	0	1	91
Leaf_BH_3	power	0	1	91
Focused_BH_original	fdp	0	1	91
Leaf_BH_1	fdp	0	1	91
Leaf_BH_2	fdp	0	1	91
Leaf_BH_3	fdp	0	1	91
Focused_BH_original	power	0	1	104
Leaf_BH_1	power	0	1	104
Leaf_BH_2	power	0	1	104
Leaf_BH_3	power	0	1	104
Focused_BH_original	fdp	0	1	104
Leaf_BH_1	fdp	0	1	104
Leaf_BH_2	fdp	0	1	104
Leaf_BH_3	fdp	0	1	104
Focused_BH_original	power	0	1	117
Leaf_BH_1	power	0	1	117
Leaf_BH_2	power	0	1	117
Leaf_BH_3	power	0	1	117
Focused_BH_original	fdp	0	1	117
Leaf_BH_1	fdp	0	1	117
Leaf_BH_2	fdp	0	1	117
Leaf_BH_3	fdp	0	1	117
Focused_BH_original	power	0	1	130
Leaf_BH_1	power	0	1	130
Leaf_BH_2	power	0	1	130
Leaf_BH_3	power	0	1	130
Focused_BH_original	fdp	0	1	130
Leaf_BH_1	fdp	0	1	130
Leaf_BH_2	fdp	0	1	130
Leaf_BH_3	fdp	0	1	130
Focused_BH_original	power	0	1	143
Leaf_BH_1	power	0	1	143
Leaf_BH_2	power	0	1	143
Leaf_BH_3	power	0	1	143
Focused_BH_original	fdp	0	1	143
Leaf_BH_1	fdp	0	1	143
Leaf_BH_2	fdp	0	1	143
Leaf_BH_3	fdp	0	1	143
Focused_BH_original	power	0	1	156
Leaf_BH_1	power	0	1	156
Leaf_BH_2	power	0	1	156
Leaf_BH_3	power	0	1	156
Focused_BH_original	fdp	0	1	156
Leaf_BH_1	fdp	1	1	156
Leaf_BH_2	fdp	0	1	156
