method	metric	value	signal_strength	rep
Focused_BH_original	power	1	1	8
Leaf_BH_1	power	0	1	8
Leaf_BH_2	power	1	1	8
Leaf_BH_3	power	0	1	8
Focused_BH_original	fdp	0.6666666666666666	1	8
Leaf_BH_1	fdp	1	1	8
Leaf_BH_2	fdp	0	1	8
Leaf_BH_3	fdp	1	1	8
Focused_BH_original	power	0	1	21
Leaf_BH_1	power	0	1	21
Leaf_BH_2	power	0	1	21
Leaf_BH_3	power	0	1	21
Focused_BH_original	fdp	0	1	21
Leaf_BH_1	fdp	0	1	21
Leaf_BH_2	fdp	0	1	21
Leaf_BH_3	fdp	0	1	21
Focused_BH_original	power	0	1	34
Leaf_BH_1	power	0	1	34
Leaf_BH_2	power	0	1	34
Leaf_BH_3	power	0	1	34
Focused_BH_original	fdp	0	1	34
Leaf_BH_1	fdp	0	1	34
Leaf_BH_2	fdp	0	1	34
Leaf_BH_3	fdp	0	1	34
Focused_BH_original	power	0	1	47
Leaf_BH_1	power	0	1	47
Leaf_BH_2	power	0	1	47
Leaf_BH_3	power	0	1	47
Focused_BH_original	fdp	0	1	47
Leaf_BH_1	fdp	0	1	47
Leaf_BH_2	fdp	0	1	47
Leaf_BH_3	fdp	0	1	47
Focused_BH_original	power	0	1	60
Leaf_BH_1	power	0	1	60
Leaf_BH_2	power	0	1	60
Leaf_BH_3	power	0	1	60
Focused_BH_original	fdp	0	1	60
Leaf_BH_1	fdp	0	1	60
Leaf_BH_2	fdp	0	1	60
Leaf_BH_3	fdp	0	1	60
Focused_BH_original	power	0	1	73
Leaf_BH_1	power	0	1	73
Leaf_BH_2	power	0	1	73
Leaf_BH_3	power	0	1	73
Focused_BH_original	fdp	0	1	73
Leaf_BH_1	fdp	0	1	73
Leaf_BH_2	fdp	0	1	73
Leaf_BH_3	fdp	0	1	73
Focused_BH_original	power	0	1	86
Leaf_BH_1	power	0	1	86
Leaf_BH_2	power	0	1	86
Leaf_BH_3	power	0	1	86
Focused_BH_original	fdp	0	1	86
Leaf_BH_1	fdp	0	1	86
Leaf_BH_2	fdp	0	1	86
Leaf_BH_3	fdp	0	1	86
Focused_BH_original	power	0	1	99
Leaf_BH_1	power	0	1	99
Leaf_BH_2	power	1	1	99
Leaf_BH_3	power	0	1	99
Focused_BH_original	fdp	0	1	99
Leaf_BH_1	fdp	0	1	99
Leaf_BH_2	fdp	0.5	1	99
Leaf_BH_3	fdp	0	1	99
Focused_BH_original	power	0	1	112
Leaf_BH_1	power	0	1	112
Leaf_BH_2	power	1	1	112
Leaf_BH_3	power	0	1	112
Focused_BH_original	fdp	0	1	112
Leaf_BH_1	fdp	0	1	112
Leaf_BH_2	fdp	0	1	112
Leaf_BH_3	fdp	0	1	112
Focused_BH_original	power	0	1	125
Leaf_BH_1	power	0	1	125
Leaf_BH_2	power	0	1	125
Leaf_BH_3	power	0	1	125
Focused_BH_original	fdp	0	1	125
Leaf_BH_1	fdp	0	1	125
Leaf_BH_2	fdp	0	1	125
Leaf_BH_3	fdp	0	1	125
Focused_BH_original	power	0	1	138
Leaf_BH_1	power	0	1	138
Leaf_BH_2	power	1	1	138
Leaf_BH_3	power	0	1	138
Focused_BH_original	fdp	0	1	138
Leaf_BH_1	fdp	0	1	138
Leaf_BH_2	fdp	0	1	138
Leaf_BH_3	fdp	0	1	138
Focused_BH_original	power	0	1	151
Leaf_BH_1	power	0	1	151
Leaf_BH_2	power	0	1	151
Leaf_BH_3	power	0	1	151
Focused_BH_original	fdp	0	1	151
Leaf_BH_1	fdp	0	1	151
Leaf_BH_2	fdp	0	1	151
Leaf_BH_3	fdp	0	1	151
Focused_BH_original	power	0	1	164
Leaf_BH_1	power	0	1	164
Leaf_BH_2	power	1	1	164
Leaf_BH_3	power	0	1	164
Focused_BH_original	fdp	0	1	164
Leaf_BH_1	fdp	0	1	164
Leaf_BH_2	fdp	0	1	164
Leaf_BH_3	fdp	0	1	164
Focused_BH_original	power	0	1	177
Leaf_BH_1	power	0	1	177
Leaf_BH_2	power	0	1	177
Leaf_BH_3	power	0	1	177
Focused_BH_original	fdp	0	1	177
Leaf_BH_1	fdp	0	1	177
Leaf_BH_2	fdp	0	1	177
Leaf_BH_3	fdp	0	1	177
Focused_BH_original	power	0	1	190
Leaf_BH_1	power	0	1	190
Leaf_BH_2	power	0	1	190
Leaf_BH_3	power	0	1	190
Focused_BH_original	fdp	0	1	190
Leaf_BH_1	fdp	0	1	190
Leaf_BH_2	fdp	0	1	190
Leaf_BH_3	fdp	0	1	190
Focused_BH_original	power	1	1	203
Leaf_BH_1	power	1	1	203
Leaf_BH_2	power	1	1	203
Leaf_BH_3	power	1	1	203
Focused_BH_original	fdp	0	1	203
Leaf_BH_1	fdp	0	1	203
Leaf_BH_2	fdp	0	1	203
Leaf_BH_3	fdp	0.5	1	203
Focused_BH_original	power	0	1	216
Leaf_BH_1	power	0	1	216
Leaf_BH_2	power	0	1	216
Leaf_BH_3	power	0	1	216
Focused_BH_original	fdp	0	1	216
Leaf_BH_1	fdp	0	1	216
Leaf_BH_2	fdp	0	1	216
Leaf_BH_3	fdp	0	1	216
Focused_BH_original	power	0	1	229
Leaf_BH_1	power	0	1	229
Leaf_BH_2	power	1	1	229
Leaf_BH_3	power	0	1	229
Focused_BH_original	fdp	0	1	229
Leaf_BH_1	fdp	0	1	229
Leaf_BH_2	fdp	0	1	229
Leaf_BH_3	fdp	1	1	229
Focused_BH_original	power	0	1	242
Leaf_BH_1	power	0	1	242
Leaf_BH_2	power	0	1	242
Leaf_BH_3	power	0	1	242
Focused_BH_original	fdp	0	1	242
Leaf_BH_1	fdp	0	1	242
Leaf_BH_2	fdp	0	1	242
Leaf_BH_3	fdp	0	1	242
Focused_BH_original	power	1	1.5	5
Leaf_BH_1	power	0	1.5	5
Leaf_BH_2	power	3	1.5	5
Leaf_BH_3	power	0	1.5	5
Focused_BH_original	fdp	0	1.5	5
Leaf_BH_1	fdp	0	1.5	5
Leaf_BH_2	fdp	0	1.5	5
Leaf_BH_3	fdp	1	1.5	5
Focused_BH_original	power	3	1.5	18
Leaf_BH_1	power	0	1.5	18
Leaf_BH_2	power	5	1.5	18
Leaf_BH_3	power	0	1.5	18
Focused_BH_original	fdp	0	1.5	18
Leaf_BH_1	fdp	0	1.5	18
Leaf_BH_2	fdp	0	1.5	18
Leaf_BH_3	fdp	0	1.5	18
Focused_BH_original	power	4	1.5	31
Leaf_BH_1	power	0	1.5	31
Leaf_BH_2	power	5	1.5	31
Leaf_BH_3	power	0	1.5	31
Focused_BH_original	fdp	0	1.5	31
Leaf_BH_1	fdp	0	1.5	31
Leaf_BH_2	fdp	0	1.5	31
Leaf_BH_3	fdp	0	1.5	31
Focused_BH_original	power	1	1.5	44
Leaf_BH_1	power	0	1.5	44
