method	metric	value	signal_strength	rep
Focused_BH_original	power	0	1	6
Leaf_BH_1	power	0	1	6
Leaf_BH_2	power	1	1	6
Leaf_BH_3	power	0	1	6
Focused_BH_original	fdp	0	1	6
Leaf_BH_1	fdp	0	1	6
Leaf_BH_2	fdp	0	1	6
Leaf_BH_3	fdp	0	1	6
Focused_BH_original	power	0	1	19
Leaf_BH_1	power	0	1	19
Leaf_BH_2	power	0	1	19
Leaf_BH_3	power	0	1	19
Focused_BH_original	fdp	0	1	19
Leaf_BH_1	fdp	0	1	19
Leaf_BH_2	fdp	0	1	19
Leaf_BH_3	fdp	0	1	19
Focused_BH_original	power	0	1	32
Leaf_BH_1	power	0	1	32
Leaf_BH_2	power	1	1	32
Leaf_BH_3	power	0	1	32
Focused_BH_original	fdp	0	1	32
Leaf_BH_1	fdp	0	1	32
Leaf_BH_2	fdp	0	1	32
Leaf_BH_3	fdp	1	1	32
Focused_BH_original	power	0	1	45
Leaf_BH_1	power	0	1	45
Leaf_BH_2	power	1	1	45
Leaf_BH_3	power	0	1	45
Focused_BH_original	fdp	0	1	45
Leaf_BH_1	fdp	0	1	45
Leaf_BH_2	fdp	0	1	45
Leaf_BH_3	fdp	0	1	45
Focused_BH_original	power	0	1	58
Leaf_BH_1	power	0	1	58
Leaf_BH_2	power	0	1	58
Leaf_BH_3	power	0	1	58
Focused_BH_original	fdp	0	1	58
Leaf_BH_1	fdp	0	1	58
Leaf_BH_2	fdp	0	1	58
Leaf_BH_3	fdp	0	1	58
Focused_BH_original	power	0	1	71
Leaf_BH_1	power	0	1	71
Leaf_BH_2	power	0	1	71
Leaf_BH_3	power	0	1	71
Focused_BH_original	fdp	0	1	71
Leaf_BH_1	fdp	0	1	71
Leaf_BH_2	fdp	0	1	71
Leaf_BH_3	fdp	0	1	71
Focused_BH_original	power	0	1	84
Leaf_BH_1	power	0	1	84
Leaf_BH_2	power	0	1	84
Leaf_BH_3	power	0	1	84
Focused_BH_original	fdp	0	1	84
Leaf_BH_1	fdp	0	1	84
Leaf_BH_2	fdp	0	1	84
Leaf_BH_3	fdp	0	1	84
Focused_BH_original	power	0	1	97
Leaf_BH_1	power	0	1	97
Leaf_BH_2	power	1	1	97
Leaf_BH_3	power	0	1	97
Focused_BH_original	fdp	0	1	97
Leaf_BH_1	fdp	0	1	97
Leaf_BH_2	fdp	0.5	1	97
Leaf_BH_3	fdp	0	1	97
Focused_BH_original	power	0	1	110
Leaf_BH_1	power	0	1	110
Leaf_BH_2	power	0	1	110
Leaf_BH_3	power	0	1	110
Focused_BH_original	fdp	0	1	110
Leaf_BH_1	fdp	0	1	110
Leaf_BH_2	fdp	0	1	110
Leaf_BH_3	fdp	0	1	110
Focused_BH_original	power	0	1	123
Leaf_BH_1	power	0	1	123
Leaf_BH_2	power	1	1	123
Leaf_BH_3	power	0	1	123
Focused_BH_original	fdp	0	1	123
Leaf_BH_1	fdp	0	1	123
Leaf_BH_2	fdp	0	1	123
Leaf_BH_3	fdp	0	1	123
Focused_BH_original	power	0	1	136
Leaf_BH_1	power	0	1	136
Leaf_BH_2	power	1	1	136
Leaf_BH_3	power	0	1	136
Focused_BH_original	fdp	1	1	136
Leaf_BH_1	fdp	1	1	136
Leaf_BH_2	fdp	0	1	136
Leaf_BH_3	fdp	0	1	136
Focused_BH_original	power	1	1	149
Leaf_BH_1	power	0	1	149
Leaf_BH_2	power	1	1	149
Leaf_BH_3	power	1	1	149
Focused_BH_original	fdp	0	1	149
Leaf_BH_1	fdp	0	1	149
Leaf_BH_2	fdp	0	1	149
Leaf_BH_3	fdp	0.5	1	149
Focused_BH_original	power	1	1	162
Leaf_BH_1	power	0	1	162
Leaf_BH_2	power	1	1	162
Leaf_BH_3	power	0	1	162
Focused_BH_original	fdp	0	1	162
Leaf_BH_1	fdp	0	1	162
Leaf_BH_2	fdp	0	1	162
Leaf_BH_3	fdp	0	1	162
Focused_BH_original	power	0	1	175
Leaf_BH_1	power	0	1	175
Leaf_BH_2	power	0	1	175
Leaf_BH_3	power	0	1	175
