method	metric	value	signal_strength	rep
Focused_BH_original	power	0	1	9
Leaf_BH_1	power	0	1	9
Leaf_BH_2	power	1	1	9
Leaf_BH_3	power	0	1	9
Focused_BH_original	fdp	0	1	9
Leaf_BH_1	fdp	0	1	9
Leaf_BH_2	fdp	0	1	9
Leaf_BH_3	fdp	0	1	9
Focused_BH_original	power	1	1	22
Leaf_BH_1	power	0	1	22
Leaf_BH_2	power	1	1	22
Leaf_BH_3	power	0	1	22
Focused_BH_original	fdp	0	1	22
Leaf_BH_1	fdp	0	1	22
Leaf_BH_2	fdp	0	1	22
Leaf_BH_3	fdp	0	1	22
Focused_BH_original	power	0	1	35
Leaf_BH_1	power	0	1	35
Leaf_BH_2	power	1	1	35
Leaf_BH_3	power	0	1	35
Focused_BH_original	fdp	1	1	35
Leaf_BH_1	fdp	1	1	35
Leaf_BH_2	fdp	0	1	35
Leaf_BH_3	fdp	0	1	35
Focused_BH_original	power	0	1	48
Leaf_BH_1	power	0	1	48
Leaf_BH_2	power	0	1	48
Leaf_BH_3	power	0	1	48
Focused_BH_original	fdp	0	1	48
Leaf_BH_1	fdp	0	1	48
Leaf_BH_2	fdp	0	1	48
Leaf_BH_3	fdp	0	1	48
Focused_BH_original	power	0	1	61
Leaf_BH_1	power	0	1	61
Leaf_BH_2	power	0	1	61
Leaf_BH_3	power	0	1	61
Focused_BH_original	fdp	0	1	61
Leaf_BH_1	fdp	0	1	61
Leaf_BH_2	fdp	0	1	61
Leaf_BH_3	fdp	0	1	61
Focused_BH_original	power	0	1	74
Leaf_BH_1	power	0	1	74
Leaf_BH_2	power	0	1	74
Leaf_BH_3	power	0	1	74
Focused_BH_original	fdp	0	1	74
Leaf_BH_1	fdp	0	1	74
Leaf_BH_2	fdp	0	1	74
Leaf_BH_3	fdp	0	1	74
Focused_BH_original	power	0	1	87
Leaf_BH_1	power	0	1	87
Leaf_BH_2	power	0	1	87
Leaf_BH_3	power	0	1	87
Focused_BH_original	fdp	0	1	87
Leaf_BH_1	fdp	0	1	87
Leaf_BH_2	fdp	0	1	87
Leaf_BH_3	fdp	0	1	87
Focused_BH_original	power	0	1	100
Leaf_BH_1	power	0	1	100
Leaf_BH_2	power	1	1	100
Leaf_BH_3	power	0	1	100
Focused_BH_original	fdp	1	1	100
Leaf_BH_1	fdp	1	1	100
Leaf_BH_2	fdp	0.75	1	100
Leaf_BH_3	fdp	0	1	100
Focused_BH_original	power	0	1	113
Leaf_BH_1	power	0	1	113
Leaf_BH_2	power	0	1	113
Leaf_BH_3	power	0	1	113
Focused_BH_original	fdp	0	1	113
Leaf_BH_1	fdp	0	1	113
Leaf_BH_2	fdp	0	1	113
Leaf_BH_3	fdp	0	1	113
Focused_BH_original	power	0	1	126
Leaf_BH_1	power	0	1	126
Leaf_BH_2	power	0	1	126
Leaf_BH_3	power	0	1	126
Focused_BH_original	fdp	0	1	126
Leaf_BH_1	fdp	0	1	126
Leaf_BH_2	fdp	0	1	126
Leaf_BH_3	fdp	0	1	126
Focused_BH_original	power	0	1	139
Leaf_BH_1	power	0	1	139
Leaf_BH_2	power	0	1	139
Leaf_BH_3	power	0	1	139
Focused_BH_original	fdp	0	1	139
Leaf_BH_1	fdp	0	1	139
Leaf_BH_2	fdp	0	1	139
Leaf_BH_3	fdp	0	1	139
Focused_BH_original	power	0	1	152
Leaf_BH_1	power	0	1	152
Leaf_BH_2	power	0	1	152
Leaf_BH_3	power	0	1	152
Focused_BH_original	fdp	0	1	152
Leaf_BH_1	fdp	0	1	152
Leaf_BH_2	fdp	0	1	152
Leaf_BH_3	fdp	0	1	152
Focused_BH_original	power	0	1	165
Leaf_BH_1	power	0	1	165
Leaf_BH_2	power	0	1	165
Leaf_BH_3	power	0	1	165
Focused_BH_original	fdp	0	1	165
Leaf_BH_1	fdp	0	1	165
Leaf_BH_2	fdp	0	1	165
Leaf_BH_3	fdp	0	1	165
Focused_BH_original	power	0	1	178
Leaf_BH_1	power	0	1	178
Leaf_BH_2	power	0	1	178
Leaf_BH_3	power	0	1	178
Focused_BH_original	fdp	1	1	178
Leaf_BH_1	fdp	1	1	178
Leaf_BH_2	fdp	0	1	178
Leaf_BH_3	fdp	0	1	178
Focused_BH_original	power	0	1	191
Leaf_BH_1	power	0	1	191
Leaf_BH_2	power	0	1	191
Leaf_BH_3	power	0	1	191
Focused_BH_original	fdp	0	1	191
Leaf_BH_1	fdp	0	1	191
Leaf_BH_2	fdp	0	1	191
Leaf_BH_3	fdp	0	1	191
Focused_BH_original	power	0	1	204
Leaf_BH_1	power	0	1	204
Leaf_BH_2	power	1	1	204
Leaf_BH_3	power	0	1	204
Focused_BH_original	fdp	1	1	204
Leaf_BH_1	fdp	1	1	204
Leaf_BH_2	fdp	0	1	204
Leaf_BH_3	fdp	0	1	204
Focused_BH_original	power	0	1	217
Leaf_BH_1	power	0	1	217
Leaf_BH_2	power	0	1	217
Leaf_BH_3	power	0	1	217
Focused_BH_original	fdp	1	1	217
Leaf_BH_1	fdp	1	1	217
Leaf_BH_2	fdp	0	1	217
Leaf_BH_3	fdp	0	1	217
Focused_BH_original	power	0	1	230
Leaf_BH_1	power	0	1	230
Leaf_BH_2	power	1	1	230
Leaf_BH_3	power	1	1	230
Focused_BH_original	fdp	0	1	230
Leaf_BH_1	fdp	0	1	230
Leaf_BH_2	fdp	0	1	230
Leaf_BH_3	fdp	0	1	230
Focused_BH_original	power	0	1	243
