method	metric	value	signal_strength	rep
Focused_BH_original	power	0	1	10
Leaf_BH_1	power	0	1	10
Leaf_BH_2	power	0	1	10
Leaf_BH_3	power	0	1	10
Focused_BH_original	fdp	0	1	10
Leaf_BH_1	fdp	0	1	10
Leaf_BH_2	fdp	0	1	10
Leaf_BH_3	fdp	1	1	10
Focused_BH_original	power	0	1	23
Leaf_BH_1	power	0	1	23
Leaf_BH_2	power	0	1	23
Leaf_BH_3	power	1	1	23
Focused_BH_original	fdp	0	1	23
Leaf_BH_1	fdp	0	1	23
Leaf_BH_2	fdp	0	1	23
Leaf_BH_3	fdp	0.6666666666666666	1	23
Focused_BH_original	power	0	1	36
Leaf_BH_1	power	0	1	36
Leaf_BH_2	power	0	1	36
Leaf_BH_3	power	0	1	36
Focused_BH_original	fdp	0	1	36
Leaf_BH_1	fdp	0	1	36
Leaf_BH_2	fdp	0	1	36
Leaf_BH_3	fdp	0	1	36
Focused_BH_original	power	0	1	49
Leaf_BH_1	power	0	1	49
Leaf_BH_2	power	0	1	49
Leaf_BH_3	power	0	1	49
Focused_BH_original	fdp	0	1	49
Leaf_BH_1	fdp	0	1	49
Leaf_BH_2	fdp	0	1	49
Leaf_BH_3	fdp	0	1	49
Focused_BH_original	power	1	1	62
Leaf_BH_1	power	0	1	62
Leaf_BH_2	power	1	1	62
Leaf_BH_3	power	0	1	62
Focused_BH_original	fdp	0	1	62
Leaf_BH_1	fdp	0	1	62
Leaf_BH_2	fdp	0	1	62
Leaf_BH_3	fdp	0	1	62
Focused_BH_original	power	0	1	75
Leaf_BH_1	power	0	1	75
Leaf_BH_2	power	0	1	75
Leaf_BH_3	power	0	1	75
Focused_BH_original	fdp	0	1	75
Leaf_BH_1	fdp	0	1	75
Leaf_BH_2	fdp	0	1	75
Leaf_BH_3	fdp	0	1	75
Focused_BH_original	power	1	1	88
Leaf_BH_1	power	0	1	88
Leaf_BH_2	power	2	1	88
Leaf_BH_3	power	2	1	88
Focused_BH_original	fdp	0	1	88
Leaf_BH_1	fdp	0	1	88
Leaf_BH_2	fdp	0	1	88
Leaf_BH_3	fdp	0	1	88
Focused_BH_original	power	0	1	101
Leaf_BH_1	power	0	1	101
Leaf_BH_2	power	0	1	101
Leaf_BH_3	power	0	1	101
Focused_BH_original	fdp	0	1	101
Leaf_BH_1	fdp	0	1	101
Leaf_BH_2	fdp	0	1	101
Leaf_BH_3	fdp	0	1	101
Focused_BH_original	power	0	1	114
Leaf_BH_1	power	0	1	114
Leaf_BH_2	power	1	1	114
Leaf_BH_3	power	0	1	114
Focused_BH_original	fdp	0	1	114
Leaf_BH_1	fdp	0	1	114
Leaf_BH_2	fdp	0	1	114
Leaf_BH_3	fdp	0	1	114
Focused_BH_original	power	0	1	127
Leaf_BH_1	power	0	1	127
Leaf_BH_2	power	0	1	127
Leaf_BH_3	power	0	1	127
