method	metric	value	signal_strength	rep
Focused_BH_original	power	0	1	12
Leaf_BH_1	power	0	1	12
Leaf_BH_2	power	0	1	12
Leaf_BH_3	power	0	1	12
Focused_BH_original	fdp	0	1	12
Leaf_BH_1	fdp	0	1	12
Leaf_BH_2	fdp	0	1	12
Leaf_BH_3	fdp	0	1	12
Focused_BH_original	power	0	1	25
Leaf_BH_1	power	0	1	25
Leaf_BH_2	power	0	1	25
Leaf_BH_3	power	0	1	25
Focused_BH_original	fdp	0	1	25
Leaf_BH_1	fdp	0	1	25
Leaf_BH_2	fdp	1	1	25
Leaf_BH_3	fdp	0	1	25
Focused_BH_original	power	0	1	38
Leaf_BH_1	power	0	1	38
Leaf_BH_2	power	0	1	38
Leaf_BH_3	power	0	1	38
Focused_BH_original	fdp	0	1	38
Leaf_BH_1	fdp	0	1	38
Leaf_BH_2	fdp	0	1	38
Leaf_BH_3	fdp	0	1	38
Focused_BH_original	power	0	1	51
Leaf_BH_1	power	0	1	51
Leaf_BH_2	power	1	1	51
Leaf_BH_3	power	0	1	51
Focused_BH_original	fdp	0	1	51
Leaf_BH_1	fdp	0	1	51
Leaf_BH_2	fdp	0	1	51
Leaf_BH_3	fdp	0	1	51
Focused_BH_original	power	0	1	64
Leaf_BH_1	power	0	1	64
Leaf_BH_2	power	0	1	64
Leaf_BH_3	power	0	1	64
Focused_BH_original	fdp	0	1	64
Leaf_BH_1	fdp	0	1	64
Leaf_BH_2	fdp	1	1	64
Leaf_BH_3	fdp	0	1	64
Focused_BH_original	power	0	1	77
Leaf_BH_1	power	0	1	77
Leaf_BH_2	power	2	1	77
Leaf_BH_3	power	0	1	77
Focused_BH_original	fdp	0	1	77
Leaf_BH_1	fdp	0	1	77
Leaf_BH_2	fdp	0.3333333333333333	1	77
Leaf_BH_3	fdp	0	1	77
Focused_BH_original	power	0	1	90
Leaf_BH_1	power	0	1	90
Leaf_BH_2	power	1	1	90
Leaf_BH_3	power	0	1	90
Focused_BH_original	fdp	0	1	90
Leaf_BH_1	fdp	0	1	90
Leaf_BH_2	fdp	0	1	90
Leaf_BH_3	fdp	0	1	90
Focused_BH_original	power	0	1	103
Leaf_BH_1	power	0	1	103
Leaf_BH_2	power	1	1	103
Leaf_BH_3	power	0	1	103
Focused_BH_original	fdp	0	1	103
Leaf_BH_1	fdp	0	1	103
Leaf_BH_2	fdp	0	1	103
Leaf_BH_3	fdp	0	1	103
Focused_BH_original	power	1	1	116
Leaf_BH_1	power	0	1	116
Leaf_BH_2	power	1	1	116
Leaf_BH_3	power	0	1	116
Focused_BH_original	fdp	0	1	116
Leaf_BH_1	fdp	0	1	116
Leaf_BH_2	fdp	0	1	116
Leaf_BH_3	fdp	1	1	116
Focused_BH_original	power	0	1	129
Leaf_BH_1	power	0	1	129
Leaf_BH_2	power	0	1	129
Leaf_BH_3	power	0	1	129
Focused_BH_original	fdp	0	1	129
Leaf_BH_1	fdp	0	1	129
Leaf_BH_2	fdp	1	1	129
Leaf_BH_3	fdp	0	1	129
Focused_BH_original	power	0	1	142
Leaf_BH_1	power	0	1	142
Leaf_BH_2	power	1	1	142
Leaf_BH_3	power	0	1	142
Focused_BH_original	fdp	0	1	142
Leaf_BH_1	fdp	0	1	142
Leaf_BH_2	fdp	0	1	142
Leaf_BH_3	fdp	0	1	142
Focused_BH_original	power	0	1	155
Leaf_BH_1	power	0	1	155
Leaf_BH_2	power	0	1	155
Leaf_BH_3	power	0	1	155
Focused_BH_original	fdp	0	1	155
Leaf_BH_1	fdp	0	1	155
Leaf_BH_2	fdp	0	1	155
Leaf_BH_3	fdp	0	1	155
Focused_BH_original	power	0	1	168
Leaf_BH_1	power	0	1	168
Leaf_BH_2	power	1	1	168
Leaf_BH_3	power	0	1	168
Focused_BH_original	fdp	0	1	168
Leaf_BH_1	fdp	0	1	168
Leaf_BH_2	fdp	0	1	168
Leaf_BH_3	fdp	0	1	168
Focused_BH_original	power	0	1	181
Leaf_BH_1	power	0	1	181
Leaf_BH_2	power	2	1	181
Leaf_BH_3	power	0	1	181
Focused_BH_original	fdp	1	1	181
Leaf_BH_1	fdp	1	1	181
Leaf_BH_2	fdp	0	1	181
Leaf_BH_3	fdp	0	1	181
Focused_BH_original	power	0	1	194
Leaf_BH_1	power	0	1	194
