method	metric	value	signal_strength	rep
Focused_BH_original	power	0	1	1
Leaf_BH_1	power	0	1	1
Leaf_BH_2	power	0	1	1
Leaf_BH_3	power	0	1	1
Focused_BH_original	fdp	0	1	1
Leaf_BH_1	fdp	0	1	1
Leaf_BH_2	fdp	0	1	1
Leaf_BH_3	fdp	0	1	1
Focused_BH_original	power	0	1	14
Leaf_BH_1	power	0	1	14
Leaf_BH_2	power	0	1	14
Leaf_BH_3	power	0	1	14
Focused_BH_original	fdp	0	1	14
Leaf_BH_1	fdp	0	1	14
Leaf_BH_2	fdp	0	1	14
Leaf_BH_3	fdp	0	1	14
Focused_BH_original	power	0	1	27
Leaf_BH_1	power	0	1	27
Leaf_BH_2	power	0	1	27
Leaf_BH_3	power	0	1	27
Focused_BH_original	fdp	0	1	27
Leaf_BH_1	fdp	0	1	27
Leaf_BH_2	fdp	0	1	27
Leaf_BH_3	fdp	0	1	27
Focused_BH_original	power	0	1	40
Leaf_BH_1	power	0	1	40
Leaf_BH_2	power	0	1	40
Leaf_BH_3	power	0	1	40
Focused_BH_original	fdp	0	1	40
Leaf_BH_1	fdp	0	1	40
Leaf_BH_2	fdp	0	1	40
Leaf_BH_3	fdp	0	1	40
Focused_BH_original	power	1	1	53
Leaf_BH_1	power	0	1	53
Leaf_BH_2	power	1	1	53
Leaf_BH_3	power	1	1	53
Focused_BH_original	fdp	0	1	53
Leaf_BH_1	fdp	0	1	53
Leaf_BH_2	fdp	0	1	53
Leaf_BH_3	fdp	0	1	53
Focused_BH_original	power	0	1	66
Leaf_BH_1	power	0	1	66
Leaf_BH_2	power	0	1	66
Leaf_BH_3	power	0	1	66
Focused_BH_original	fdp	0	1	66
Leaf_BH_1	fdp	0	1	66
Leaf_BH_2	fdp	0	1	66
Leaf_BH_3	fdp	0	1	66
Focused_BH_original	power	1	1	79
Leaf_BH_1	power	0	1	79
Leaf_BH_2	power	2	1	79
Leaf_BH_3	power	0	1	79
Focused_BH_original	fdp	0.5	1	79
Leaf_BH_1	fdp	0	1	79
Leaf_BH_2	fdp	0	1	79
Leaf_BH_3	fdp	0	1	79
Focused_BH_original	power	0	1	92
Leaf_BH_1	power	0	1	92
Leaf_BH_2	power	0	1	92
Leaf_BH_3	power	0	1	92
Focused_BH_original	fdp	1	1	92
Leaf_BH_1	fdp	1	1	92
Leaf_BH_2	fdp	1	1	92
Leaf_BH_3	fdp	1	1	92
Focused_BH_original	power	0	1	105
Leaf_BH_1	power	0	1	105
Leaf_BH_2	power	0	1	105
Leaf_BH_3	power	0	1	105
Focused_BH_original	fdp	0	1	105
