pvalue	V_permutation
0	0
3.5531465437221834e-5	1
2.624632550177303e-4	2
2.650922568189218e-4	3
2.993517233444982e-4	4
3.806734702617155e-4	5
4.666891174778247e-4	6
4.7195621120410585e-4	7
4.7596904127400437e-4	8
5.943709321712965e-4	9
6.372985662315158e-4	10
6.519773606130672e-4	11
7.625086987141913e-4	12
8.007135855366834e-4	13
8.555565462998733e-4	14
8.885287017507124e-4	14
8.945605063189764e-4	15
8.987738365856529e-4	16
0.001008555476262223	17
0.0011175664596163601	18
0.0011744436470211303	19
0.0012023508112500028	19
0.0012518543356884156	20
0.001293998247918758	21
0.00150956579098394	22
0.001582140815076638	23
0.0016547237866581365	23
0.0016939887880619378	24
0.001741815171276699	25
0.001756961063839603	26
0.0017619404668023345	27
0.0017839558791933339	28
0.001809544381170094	29
0.0019294049518702218	30
0.0019426679289943373	31
0.0020653076220754677	32
0.002067891774216557	33
0.0023277835675039617	34
0.0023652215820605376	35
0.0024028331848108316	36
0.0024694036163677175	37
0.0024944665912677326	38
0.002497940240327239	39
0.0025783550848183004	40
0.0026049274140953547	41
0.002724586482263816	42
0.0027306154019137757	43
0.0028491987258886255	44
0.002969032261700868	45
0.0029747178601667932	46
0.0030326792204172837	47
0.0030593427923156827	48
0.003160723862652646	49
0.0031639607931683916	50
0.00317993782894633	51
0.003191370383042737	52
0.003195828997129898	53
0.003355247037686642	54
0.0033633125495117146	55
0.003378891249118057	56
0.0034609730893991873	57
0.003514236460354757	58
0.0035294860076562407	59
0.0035358516519228243	59
0.003547472187956261	59
0.0035948495114525025	60
0.003652440050343599	61
0.0038087686288343975	62
0.003903825417748141	63
0.0040661291733358985	63
0.00408232480250925	64
0.004105431550453481	64
0.004121696950105111	65
0.0042129724491533176	66
0.004379363375936809	67
0.004435139956189934	67
0.0044653227689850404	68
0.004465463090110199	69
0.0044936102319517125	70
0.004694207375864905	71
0.0047095246735097155	72
0.0047526945393856455	73
0.004827436394430957	74
0.004886594322463634	75
0.004928440242211728	76
0.005282259671609123	77
0.005332986619478895	78
0.00537518126093861	79
0.005425619125853494	80
0.005459882147094478	81
0.005469997558018468	82
0.005484547079955605	83
0.005535348012635676	84
0.005564349763245601	85
0.005571806644246834	86
0.005711338681082216	87
0.005732096817390847	88
0.005835753310489691	89
0.00587683754488345	90
0.0058821700576735594	91
0.005931647984831039	92
0.005985805954538063	92
0.006011550251913034	92
0.006028170965751805	93
0.006160083730364595	94
0.0063027575783477525	95
0.006344085177058207	96
0.0063971197983366795	97
0.006436400822862898	97
0.006441854547620248	98
0.006479326126874645	99
0.006509380237746511	100
0.006597202258868606	101
0.0066239301857088356	102
0.006690108310465911	103
0.006713567414368237	104
0.006758218345474854	105
0.006787877896912157	106
0.006792723804189835	107
0.006850936835344769	108
0.007019962669213796	109
0.007035536144147422	110
0.00708399909707725	111
0.007100114296038332	112
0.007147123979364638	112
0.007164445144430472	113
0.007209452997491885	114
0.007470343566857054	115
0.00756452994287005	116
0.007689467440698535	117
0.00771712309881122	118
0.007819123972333985	119
0.007843389709185042	119
0.007858335135603273	119
0.007942681394965664	120
0.007951809918901319	121
0.007955736138006828	122
0.008220154802243819	123
0.00830486565623245	124
0.008321454449978694	125
0.008513608653075813	126
0.008531405618205205	127
0.00862334033641389	128
0.008662459917391886	128
0.008791454799430892	129
0.00899514268422814	129
0.009023537761766358	130
0.009125071988622127	131
0.009234009032435542	132
0.009247334363284182	133
0.00927518911806183	133
0.009337790256351846	134
0.009357466862056622	135
0.00936453049904408	136
0.009450414474307299	137
0.009514767961696034	138
0.009576183681289863	139
0.009580172765183971	140
0.009672103428843625	141
0.009691245750385312	141
0.009878309236206721	142
0.009907002603963825	143
0.009914067434452004	144
0.01003889221734696	144
0.010074992215439515	144
0.01011107307952053	145
0.0101369790274265	146
0.010139680471784157	147
0.010202119593486691	148
0.01024093976900889	149
0.010343382931663474	149
0.010356683775396896	150
0.010362227366463993	151
0.010377760604904388	152
0.010390963930209341	153
0.010391638705712178	154
0.010398427655806343	155
0.010413859953811753	156
0.01046345213378752	157
0.010611344436349032	158
0.010680045561184081	159
0.010827509540632047	159
0.010898705837428267	160
0.010939621400132056	161
0.010945152716433685	162
0.010961499597277291	163
0.011092434316251483	163
0.01110969221813041	164
0.011131301973235233	165
0.011164052388834849	165
0.011265719343559712	166
0.011299200137252073	167
0.011346850961451946	168
0.011362605746760655	169
0.01143982606853199	170
0.011492696484168848	171
0.011553453250851876	172
0.011604816243820372	173
0.011672463370180599	173
0.011724248219013654	173
0.011724248219013654	174
0.011794947292964708	175
0.011871319088730866	176
0.011871568694774568	177
0.011948754757077677	178
0.012008735047588367	179
0.0120889371534927	180
0.012121748496545907	181
0.01215377074917067	182
0.012351774857112054	183
0.012426433479695327	184
0.012584550125128189	185
0.012605648216366679	186
0.012605766516846889	186
0.01269953660906874	187
0.012703913051273916	188
0.01270981690085883	189
0.012779205759766356	190
0.012875907923923026	190
0.012879799040377761	190
0.013051659475465952	191
0.013058832710064909	192
0.013072631790114891	193
0.013131466205350995	194
0.013137136129210976	195
0.013226004126836503	196
0.013268724172218384	197
0.013296651102774	198
0.013392941200520144	199
0.013504361308698684	200
0.013524334356655798	201
0.013524607967454175	202
0.013543674696224644	203
0.013543894134442337	204
0.013579994257280847	205
0.01368034296960575	206
0.013686420533203767	207
0.013754380584048445	208
0.013765019389732954	209
0.013783396625286944	210
0.013850593975786526	210
0.01385130723712337	211
0.014009815741633487	211
0.01402300738038664	212
0.014044928222510494	213
0.01411890543107311	214
0.014130898916429057	215
0.014191094989251552	216
0.014253563722660638	217
0.014277337299274953	218
0.01430841714612998	219
0.014323536862295705	220
0.014384077485311696	221
0.014424516876302336	222
0.014452334590715482	223
0.014531202465345335	224
0.01458549832425137	225
0.014588711382061973	226
0.014647723532430183	227
0.014651346687805884	228
0.01466066179742855	229
0.01467032230565114	230
0.014719239705698673	231
0.014719794484990022	231
0.014767038336041274	231
0.014779200427612132	232
0.01479403622551259	233
0.014986394534029971	234
0.015064056055246841	234
0.015065055066500936	235
0.015116014113834363	236
0.015131826920898192	236
0.015140528716817038	236
0.015162708670548817	237
0.015173405081514118	238
0.015209518685970553	239
0.015409307879980976	240
0.015482546830746003	241
0.015569651918389897	242
0.015591149657878554	243
0.01560545092190938	243
0.015657742352815786	243
0.01567012038725924	244
0.015687268798946236	245
0.015708853636561406	246
0.015871515098933343	247
0.01589575030165489	248
0.01597169616270409	248
0.01606415861188317	249
0.01611801677287338	250
0.016210039988856943	251
0.01623020448510561	252
0.01634023174047873	253
0.016380973899143288	254
0.016393589339615683	255
0.01641030741788529	256
0.01655799695863748	257
0.016593825353585875	258
0.016638411793771825	259
0.016651567201294477	260
0.016749839761775354	261
0.01677671305674971	262
0.016993142099119292	263
0.016996010367584732	264
0.017084794631968457	265
0.017270779540615185	266
0.01731266179549599	267
0.01734236635645116	268
0.017362079979573498	269
0.017437845645488923	269
0.01743876523559055	270
0.017449995470722318	270
0.017449995470722318	271
0.01748044920851401	272
0.01755596462216348	273
0.017573319433801155	273
0.017573319433801155	274
0.017601317526491324	274
0.017613300070576193	275
0.017799218287363763	276
0.017832121319040356	277
0.017864170591319974	278
0.017864354824661532	279
0.01790155329073488	279
0.017904180562182896	280
0.017926333969689567	281
0.01795412330751689	282
0.018007815602476458	283
0.018033372639020523	284
0.01809207738977728	285
0.018126027679113626	286
0.018167646271265773	287
0.018189858501079383	288
0.018323185730793258	289
0.018341780937250158	290
0.01837132735236745	291
0.018395129710464315	292
0.018398128537312815	292
0.018398128537312815	293
0.018403684116835274	294
0.018413111560552437	295
0.018559115974011064	296
0.01861843142362162	297
0.01867109809292422	298
0.018673909694755256	299
0.01870311450414687	300
0.018755124065080533	301
0.018823190003801303	302
0.018954903580384232	303
0.019002913186657165	304
0.019088804704237912	305
0.019160926353711364	305
0.019167653646303365	306
0.019224620112801804	307
0.0193051540913016	307
0.019382950923876003	308
0.019437419081557075	309
0.019507708557104816	310
0.01957155950527247	311
0.01958793231544985	312
0.019609267705872124	313
0.019680272673751293	314
0.019712133143805956	315
0.019815909451809124	316
0.01985075495162126	317
0.02001199208013371	318
0.020014781082141837	319
0.02004863885180422	319
0.020073034246865584	320
0.020165595446556314	321
0.020170355989030418	322
0.020277392210159558	323
0.020313549678680518	324
0.020322817572949632	325
0.0203536783695224	326
0.0204241560285763	327
0.02046931839699239	327
0.020490898807258507	328
0.020495384232326764	328
0.020519558601553193	329
0.020617051943353743	330
0.020620462922167345	331
0.020626881961590456	332
0.020679736439709252	333
0.020690983875169804	333
0.02076838944762172	334
0.020784024386103724	335
0.02078504645822612	336
0.020822171165026757	336
0.02107858916900028	337
0.021108983343436687	338
0.02111207633179923	339
0.021125103552041377	340
0.02119730034570066	341
0.021316645587151455	341
0.02137282532437877	342
0.021402777648489104	343
0.021436398874797667	344
0.02149198882455729	345
0.021619326410534555	346
0.02163050027547653	347
0.021645522460831203	348
0.021707831504861445	349
0.02181102078133222	350
0.02188872115927598	351
0.021932062653115553	352
0.02201681808040325	353
0.02201887834932405	354
0.022179932457632265	355
0.022191609140072146	355
0.02221907061305374	356
0.02232339098086869	357
0.02234624662555396	358
0.022399065008716156	359
0.02247237081053001	360
0.022532983961000255	361
0.022672359397718833	362
0.02272404755671733	363
0.022734004607917215	364
0.02273984713232547	365
0.02276754331845465	365
0.02277421472793384	366
0.02292503752023336	367
0.022954214847414656	368
0.023177626662754806	369
0.023188776699525147	370
0.02320701837802387	371
0.023219225800201658	372
0.023252741965661874	373
0.023338152431666922	374
0.023394430700125604	375
0.023411180467939278	375
0.023438293384010104	375
0.023438317249382966	376
0.023458468605456216	377
0.023598447659178956	378
0.02360247535397142	379
0.023713649081263943	380
0.023807354515624875	381
0.023847624006497672	382
0.02385924641600324	382
0.023868576520759018	383
0.023953618983695205	384
0.024045400869675135	385
0.024055942323116402	385
0.024095813566565105	386
0.02417680921470257	387
0.0242036333610919	387
0.02432450225128713	388
0.02432722334119608	389
0.024470046604343137	390
0.024625179860226956	391
0.02465795327909803	392
0.024658810851071394	393
0.024666009750362778	394
0.024677934259946143	395
0.024942521200547962	396
0.024983066729273515	396
0.025007238060260967	397
0.025158628057076825	398
0.025201503214310268	399
0.02531121777052369	400
0.02531389814781216	401
0.02531760428536581	401
0.02541096798733035	402
0.025444245078764763	403
0.025480033727982694	404
0.025496764140897535	405
0.025534753185731535	406
0.025588551890170744	407
0.025602379989289704	408
0.02570012933387768	409
0.025752240036345235	410
0.025819255810501384	411
0.025831644921034312	412
0.02592493200597956	413
0.02605876909018901	414
0.026100689858247327	415
0.026174246220802177	415
0.026355234218779174	416
0.026422808385941514	416
0.026531207780159397	417
0.02653888482910237	418
0.02659289230422891	419
0.026643532054856613	420
0.026839353682385016	421
0.026959832512248743	422
0.02721329903480008	423
0.027233764744952562	424
0.027234961832304574	425
0.027263775931770644	426
0.027293184424708537	427
0.027305119264277693	428
0.027316845965604266	429
0.027457746632141972	430
0.02751161863216002	431
0.027518236973223545	432
0.02758191158488891	433
0.02760735920386217	434
0.0276187345115212	435
0.027654521985588834	436
0.027748602276655106	437
0.027843972989787774	437
0.027952924143712997	438
0.027988743493240566	439
0.028045029110392087	440
0.02809167518358148	441
0.02817981995570533	442
0.028212337601601717	443
0.02834862035007969	443
0.02845929694598394	444
0.028610641204617544	445
0.02861268351497649	445
0.028630889363253892	446
0.028716070140285908	446
0.028716070140285908	447
0.02886975076485389	448
0.028945195928588918	449
0.02912581721605833	450
0.029161295154060865	451
0.029337531416542044	452
0.029347862612620037	452
0.029442566918534	453
0.029471506490475925	453
0.029493633493037463	454
0.02953022897693656	455
0.02962493057870882	456
0.02970238896083111	457
0.02975288088151386	458
0.029832926399721023	459
0.029889961084506506	460
0.0299168936329114	461
0.030003491896085324	462
0.03000990500880876	463
0.030018680886704147	464
0.03003843203383997	465
0.03008103018405996	466
0.03009999456104031	467
0.030126147498640187	468
0.030137513915874714	469
0.030185825657399926	470
0.030320386904802574	471
0.030428521598279242	472
0.03048944421069563	472
0.030514911332336303	473
0.030541701349114412	473
0.030546093705893368	474
0.030571794385838364	475
0.030596204210627375	476
0.030606792873817554	476
0.030649097089306854	477
0.030715854836855263	478
0.030789473894310065	478
0.03080594736598952	479
0.03084072756907019	480
0.031036401250467846	480
0.031089393377966044	481
0.03138813256353332	482
0.03141769415827356	483
0.031418142774591575	484
0.03148219290845389	485
0.031597815083211835	486
0.03166880159715816	487
0.03168460057939615	488
0.03175420711487955	489
0.031769440511170935	490
0.03180492315328103	491
0.03186711225131778	492
0.031987978383866376	493
0.03199559596028095	494
0.03203691192940786	495
0.03211535666460707	495
0.032171384471372404	496
0.03239011762995442	497
0.03243923240371902	497
0.03264495013258062	498
0.03290352697707979	499
0.03307181439930169	500
0.033080680188039134	501
0.03308140727602595	502
0.033090331781690796	503
0.03313306237440213	503
0.03317149502576679	504
0.033230637796237486	505
0.0332326495015133	506
0.03333955135562067	506
0.03339258849731932	507
0.03339621953268124	508
0.033552185487694036	508
0.033615795954385755	508
0.033637972240380135	509
0.03364317075632374	510
0.033730327218541536	511
0.03379507686572826	512
0.03379613535439764	513
0.03379879331646305	514
0.03389999764411069	515
0.033904929890092896	516
0.03392739259005653	517
0.03398406527620252	518
0.03400990281410845	519
0.03401511167472249	520
0.03407190429860242	521
0.03416616210718427	522
0.03418512211569867	523
0.03426157506138294	524
0.034316768615841334	525
0.034410245565312386	526
0.034851574755491395	527
0.034889853979365316	528
0.03503472489423234	529
0.03506632704104063	530
0.03520763676534166	531
0.035318465891839505	532
0.03532990962739789	533
0.03539194095355282	534
0.035422396020073695	535
0.0354833603639544	536
0.035529192285657346	537
0.03553244709369297	538
0.035554070692565366	539
0.03558767745308699	540
0.03564936772950215	541
0.03568305013779632	542
0.035714547410560175	543
0.03574761415680418	544
0.035877324073912815	544
0.03590592073191047	545
0.03594526085904882	546
0.03596798972423058	547
0.035969257738053054	547
0.03604979508679854	548
0.036069692040646605	549
0.03609647037139178	550
0.03621150747558846	551
0.03624758092679339	552
0.0362676030356708	553
0.036273771169221834	554
0.03628223217264938	555
0.03629154057964403	556
0.0364024375704256	557
0.03641339517149566	558
0.036478901017780424	559
0.036513155823566415	560
0.036527855942146595	561
0.03658202914932987	562
0.03661805838498543	563
0.03663122866256551	564
0.03663702357425018	565
0.03665431733128213	566
0.03690215348201708	567
0.03693023159546242	568
0.03696056855597365	569
0.03707267864435374	570
0.037076856276090496	571
