method	metric	value	signal_strength	rep
BH	power	0	1	9
Leaf_BH	power	0	1	9
Focused_BH_original	power	0	1	9
Yekutieli	power	0	1	9
Structured_Holm	power	0	1	9
BH	fdp	0	1	9
Leaf_BH	fdp	0	1	9
Focused_BH_original	fdp	0	1	9
Yekutieli	fdp	0	1	9
Structured_Holm	fdp	0	1	9
BH	power	0	1	22
Leaf_BH	power	0	1	22
Focused_BH_original	power	0	1	22
Yekutieli	power	0	1	22
Structured_Holm	power	0	1	22
BH	fdp	0	1	22
Leaf_BH	fdp	0	1	22
Focused_BH_original	fdp	0	1	22
Yekutieli	fdp	0	1	22
Structured_Holm	fdp	0	1	22
BH	power	0	1	35
Leaf_BH	power	0	1	35
Focused_BH_original	power	0	1	35
Yekutieli	power	0	1	35
Structured_Holm	power	0	1	35
BH	fdp	1	1	35
Leaf_BH	fdp	1	1	35
Focused_BH_original	fdp	1	1	35
Yekutieli	fdp	0	1	35
Structured_Holm	fdp	1	1	35
BH	power	0	1	48
Leaf_BH	power	0	1	48
Focused_BH_original	power	0	1	48
Yekutieli	power	0	1	48
Structured_Holm	power	0	1	48
BH	fdp	0	1	48
Leaf_BH	fdp	0	1	48
Focused_BH_original	fdp	0	1	48
Yekutieli	fdp	0	1	48
Structured_Holm	fdp	0	1	48
BH	power	0	1	61
Leaf_BH	power	0	1	61
Focused_BH_original	power	0	1	61
Yekutieli	power	0	1	61
Structured_Holm	power	0	1	61
BH	fdp	0	1	61
Leaf_BH	fdp	0	1	61
Focused_BH_original	fdp	0	1	61
Yekutieli	fdp	0	1	61
Structured_Holm	fdp	0	1	61
BH	power	0	1	74
Leaf_BH	power	0	1	74
Focused_BH_original	power	0	1	74
Yekutieli	power	0	1	74
Structured_Holm	power	0	1	74
BH	fdp	0	1	74
Leaf_BH	fdp	0	1	74
Focused_BH_original	fdp	0	1	74
Yekutieli	fdp	0	1	74
Structured_Holm	fdp	0	1	74
BH	power	0	1	87
Leaf_BH	power	0	1	87
Focused_BH_original	power	0	1	87
Yekutieli	power	0	1	87
Structured_Holm	power	0	1	87
BH	fdp	0	1	87
Leaf_BH	fdp	0	1	87
Focused_BH_original	fdp	0	1	87
Yekutieli	fdp	0	1	87
Structured_Holm	fdp	0	1	87
BH	power	0	1	100
Leaf_BH	power	0	1	100
Focused_BH_original	power	0	1	100
Yekutieli	power	0	1	100
Structured_Holm	power	0	1	100
BH	fdp	1	1	100
Leaf_BH	fdp	1	1	100
Focused_BH_original	fdp	1	1	100
Yekutieli	fdp	0	1	100
Structured_Holm	fdp	1	1	100
BH	power	0	1	113
Leaf_BH	power	0	1	113
Focused_BH_original	power	0	1	113
Yekutieli	power	0	1	113
Structured_Holm	power	0	1	113
BH	fdp	0	1	113
Leaf_BH	fdp	0	1	113
Focused_BH_original	fdp	0	1	113
Yekutieli	fdp	0	1	113
Structured_Holm	fdp	0	1	113
BH	power	0	1	126
Leaf_BH	power	0	1	126
Focused_BH_original	power	0	1	126
Yekutieli	power	0	1	126
Structured_Holm	power	0	1	126
BH	fdp	0	1	126
Leaf_BH	fdp	0	1	126
Focused_BH_original	fdp	0	1	126
Yekutieli	fdp	0	1	126
Structured_Holm	fdp	0	1	126
BH	power	0	1	139
Leaf_BH	power	0	1	139
Focused_BH_original	power	0	1	139
Yekutieli	power	0	1	139
